identifier,group,oligomeric_state,lca_phylum,lca_class,lca_order,length
A0A0N5AKK9_IPR031424_1_18-133,Quiver,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
A0A0P7Y5J3_IPR045860_1_30-109,none,monomere,Chordata (phylum),Actinopteri (class),Osteoglossiformes (order),72-95
A0A0Q3VBE2_IPR045860_1_9-64,mixture,monomere,Chordata (phylum),Aves (class),Neoaves (clade),50-72
A0A0X3PP27_IPR045860_1_39-110,none,monomere,Platyhelminthes (phylum),Cestoda (class),Diphyllobothriidea (order),50-72
A0A151NAK5_IPR045860_1_34-123,Ly6,multimere,Chordata (phylum),Crocodylia (order),Crocodylia (order),72-95
A0A177B372_IPR045860_1_1-56,none,monomere,Orthonectida (phylum),Rhopaluridae (family),Rhopaluridae (family),50-72
A0A193CHL3_IPR045860_1_13-86,3FTx,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0A1A7Y1K7_IPR045860_1_17-104,Ly6,monomere,Chordata (phylum),Actinopteri (class),Cyprinodontiformes (order),72-95
A0A1D1UVY4_IPR045860_1_20-118,none,monomere,Tardigrada (phylum),Eutardigrada (class),Parachela (order),95-117
A0A1D2NIF7_IPR045860_1_27-103,none,monomere,Arthropoda (phylum),Collembola (class),Entomobryomorpha (order),72-95
A0A1I7RP17_IPR045860_1_25-97,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A1L8D863_IPR045860_1_4-90,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),72-95
A0A1L8G0F6_IPR045860_1_57-160,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),95-117
A0A1S0U1X3_IPR045860_1_32-109,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A1S3G8M5_IPR045860_1_1-71,none,monomere,Chordata (phylum),Amniota (clade),Amniota (clade),72-95
A0A1S3H285_IPR045860_1_125-200,none,monomere,Brachiopoda (phylum),Lingulata (class),Lingulida (order),72-95
A0A1S3WNW8_IPR016054_1_336-406,Ly6,multimere,Chordata (phylum),Mammalia (class),Eulipotyphla (order),50-72
A0A1W0WGG9_IPR045860_1_29-115,Ly6,monomere,Tardigrada (phylum),Eutardigrada (class),Parachela (order),72-95
A0A1W7R779_IPR045860_1_258-332,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),72-95
A0A1Y1LG84_IPR045860_1_35-135,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
A0A210PLP6_IPR045860_1_34-115,none,monomere,Mollusca (phylum),Bivalvia (class),Pectinida (order),72-95
A0A210QJ17_IPR045860_1_35-127,none,monomere,Mollusca (phylum),Bivalvia (class),Pectinida (order),72-95
A0A267EX07_IPR045860_1_483-556,none,monomere,Platyhelminthes (phylum),Rhabditophora (class),Macrostomida (order),72-95
A0A2A6B8C4_IPR045860_1_55-114,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0A2B4REU3_IPR045860_1_18-109,Ly6,monomere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),72-95
A0A2B4SBV2_IPR045860_1_36-120,none,mixture,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),72-95
A0A2G9UUW8_IPR045860_1_4-81,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A2I4BTD9_IPR045860_1_13-111,none,monomere,Chordata (phylum),Actinopteri (class),Cyprinodontiformes (order),95-117
A0A2K5M0N9_IPR045860_1_23-110,none,monomere,Chordata (phylum),Mammalia (class),Primates (order),72-95
A0A2R2MJT2_IPR045860_1_14-108,none,monomere,Brachiopoda (phylum),Lingulata (class),Lingulida (order),95-117
A0A2Y9GH32_IPR045860_2_1-70,mixture,mixture,Chordata (phylum),Mammalia (class),Boreoeutheria (clade),72-95
A0A2Z4N9V1_IPR045860_1_30-105,mixture,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0A368FI67_IPR045860_1_28-111,Ly6,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A3B1J650_IPR045860_1_10-65,none,monomere,Chordata (phylum),Actinopteri (class),Otophysi (clade),50-72
A0A3B3SYA6_IPR045860_1_33-146,none,monomere,Chordata (phylum),Actinopteri (class),Osteoglossiformes (order),95-117
A0A3B4EG88_IPR016054_1_31-110,Ly6,monomere,Chordata (phylum),Actinopteri (class),Characiformes (order),72-95
A0A3B4T203_IPR016054_1_23-108,none,monomere,Chordata (phylum),Actinopteri (class),Percomorphaceae (clade),72-95
A0A3B5QZV9_IPR045860_1_5-62,Ly6,monomere,Chordata (phylum),Actinopteri (class),Cyprinodontiformes (order),50-72
A0A3M6TD99_IPR045860_1_1-86,mixture,monomere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),72-95
A0A3M6URE4_IPR045860_1_15-87,Ly6,monomere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),72-95
A0A3M7Q6P4_IPR045860_1_18-95,none,monomere,Rotifera (phylum),Eurotatoria (class),Ploima (order),72-95
A0A3N0YP21_IPR045860_1_3-56,Ly6,monomere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),50-72
A0A3P7DWI0_IPR045860_1_8-58,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0A3P9MIP7_IPR045860_1_3-66,Ly6,multimere,Chordata (phylum),Actinopteri (class),Beloniformes (order),50-72
A0A3Q0EAD9_IPR026524_1_19-138,mixture,mixture,Chordata (phylum),Mammalia (class),Eutheria (clade),117-140
A0A3Q0R182_IPR016054_2_19-108,Ly6,multimere,Chordata (phylum),Actinopteri (class),Cichliformes (order),72-95
A0A3Q1C6V6_IPR045860_1_18-104,Ly6,mixture,Chordata (phylum),Actinopteri (class),Pomacentridae (family),72-95
A0A3Q2CAS4_IPR045860_1_18-104,Ly6,monomere,Chordata (phylum),Actinopteri (class),Cyprinodontiformes (order),72-95
A0A3Q2DHF6_IPR016054_1_18-108,Ly6,multimere,Chordata (phylum),Actinopteri (class),Cyprinodontiformes (order),72-95
A0A3Q2P5N9_IPR045860_1_25-110,Ly6,monomere,Chordata (phylum),Actinopteri (class),Cyprinodontiformes (order),72-95
A0A401RHN4_IPR016054_1_53-149,Ly6,monomere,Chordata (phylum),Chondrichthyes (class),Orectolobiformes (order),95-117
A0A430QF17_IPR045860_1_123-192,Ly6,multimere,Platyhelminthes (phylum),Trematoda (class),Strigeidida (order),50-72
A0A4E9F7E5_IPR045860_1_40-136,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
A0A4U5NI55_IPR045860_1_19-94,Ly6,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A4U8UQC9_IPR045860_1_19-99,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A4W6C8P6_IPR045860_1_14-76,Ly6,monomere,Chordata (phylum),Actinopteri (class),Centropomidae (family),50-72
A0A4W6E3U3_IPR045860_1_24-87,Ly6,monomere,Chordata (phylum),Actinopteri (class),Centropomidae (family),50-72
A0A4X2JYB3_IPR016054_1_60-147,Ly6,monomere,Chordata (phylum),Mammalia (class),Metatheria (clade),72-95
A0A4X2LGS7_IPR016054_1_22-113,Ly6,monomere,Chordata (phylum),Mammalia (class),Diprotodontia (order),72-95
A0A4Z2BCX9_IPR045860_1_71-140,none,monomere,Chordata (phylum),Actinopteri (class),Eupercaria (clade),50-72
A0A4Z2CQ78_IPR045860_1_11-89,none,monomere,Platyhelminthes (phylum),Trematoda (class),Strigeidida (order),72-95
A0A4Z2HA08_IPR045860_1_24-86,none,monomere,Chordata (phylum),Actinopteri (class),Perciformes (order),50-72
A0A513ZV95_IPR045860_1_19-105,SPF,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0A553PDH5_IPR045860_1_22-107,none,monomere,Arthropoda (phylum),Hexanauplia (class),Harpacticoida (order),72-95
A0A556U029_IPR016054_1_110-190,Ly6,multimere,Chordata (phylum),Actinopteri (class),Siluriformes (order),72-95
A0A5N4A6E8_IPR045860_1_22-104,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),72-95
A0A5N5LVF2_IPR016054_1_110-190,Ly6,multimere,Chordata (phylum),Actinopteri (class),Siluriformes (order),72-95
A0A653DKW1_IPR045860_1_26-109,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),72-95
A0A665TJ53_IPR045860_1_21-93,Ly6,monomere,Chordata (phylum),Actinopteri (class),Carangiformes (order),72-95
A0A667WJG5_IPR045860_1_28-104,none,monomere,Chordata (phylum),Actinopteri (class),Holocentriformes (order),72-95
A0A671PXD8_IPR045860_1_14-84,none,monomere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),50-72
A0A672HWP7_IPR016054_2_116-202,Ly6,multimere,Chordata (phylum),Actinopteri (class),Blenniiformes (order),72-95
A0A672KJW9_IPR045860_1_65-139,mixture,mixture,Chordata (phylum),Actinopteri (class),Cypriniformes (order),72-95
A0A673AU77_IPR045860_1_12-119,none,monomere,Chordata (phylum),Actinopteri (class),Kurtiformes (order),95-117
A0A673HBU4_IPR045860_1_9-114,none,monomere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),95-117
A0A674J9W8_IPR045860_1_18-67,none,monomere,Chordata (phylum),Testudines (order),Testudines (order),50-72
A0A674MTY2_IPR045860_1_30-87,none,monomere,Chordata (phylum),Actinopterygii (superclass),Actinopterygii (superclass),50-72
A0A6A4TEZ0_IPR045860_1_21-116,Ly6,monomere,Chordata (phylum),Actinopteri (class),Pleuronectiformes (order),95-117
A0A6F8ZMR9_IPR045860_1_28-92,none,monomere,Chordata (phylum),Actinopteri (class),Salmoniformes (order),50-72
A0A6G0HW87_IPR045860_2_197-292,none,multimere,Chordata (phylum),Actinopteri (class),Sciaenidae (family),95-117
A0A6G0V3K6_IPR045860_1_56-161,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
A0A6I8PR13_IPR016054_1_21-105,Ly6,monomere,Chordata (phylum),Mammalia (class),Monotremata (order),72-95
A0A6I9XXF5_IPR045860_1_175-258,Ly6,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0A6J0V6I4_IPR016054_1_134-226,Ly6,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0A6J1P077_IPR045860_1_19-159,none,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),140-162
A0A6J1W1E9_IPR016054_1_4-93,Ly6,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0A6J3GLF3_IPR016054_2_243-313,mostly_Ly6,multimere,Chordata (phylum),Mammalia (class),Primates (order),50-72
A0A6J3QC44_IPR016054_2_127-210,Ly6,mixture,Chordata (phylum),Mammalia (class),Artiodactyla (order),72-95
A0A6J7ZRF9_IPR045860_1_32-112,none,monomere,Mollusca (phylum),Bivalvia (class),Mytilida (order),72-95
A0A6J8D9M8_IPR016054_1_436-523,mixture,mixture,Mollusca (phylum),Bivalvia (class),Mytilida (order),72-95
A0A6P3FEZ1_IPR016054_2_135-210,Ly6,multimere,Chordata (phylum),Mammalia (class),Rodentia (order),72-95
A0A6P3RNA6_IPR045860_2_26-111,Ly6,multimere,Chordata (phylum),Mammalia (class),Chiroptera (order),72-95
A0A6P5A2F8_IPR045860_1_21-104,none,monomere,Chordata (phylum),Leptocardii (class),Amphioxiformes (order),72-95
A0A6P5CUU0_IPR045860_1_83-146,none,monomere,Chordata (phylum),Mammalia (class),Artiodactyla (order),50-72
A0A6P7K862_IPR045860_1_17-105,Ly6,monomere,Chordata (phylum),Actinopteri (class),Ambassidae (family),72-95
A0A6P7YVS3_IPR045860_1_131-221,Ly6,multimere,Chordata (phylum),Amphibia (class),Gymnophiona (order),95-117
A0A6P7ZEH9_IPR045860_1_19-106,mixture,monomere,Chordata (phylum),Amphibia (class),Gymnophiona (order),72-95
A0A6P8HK20_IPR016054_5_292-388,mixture,multimere,Cnidaria (phylum),Anthozoa (class),Actiniaria (order),95-117
A0A6P8ID40_IPR045860_1_25-112,none,monomere,Cnidaria (phylum),Anthozoa (class),Actiniaria (order),72-95
A0A6P8QGV2_IPR045860_3_43-142,none,multimere,Chordata (phylum),Amphibia (class),Gymnophiona (order),95-117
A0A6P9C1U9_IPR045860_1_18-104,mixture,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0A6P9DDY0_IPR045860_2_115-199,none,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0A6P9DRU1_IPR016054_2_203-300,Ly6,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),95-117
A0A7I4Z5A9_IPR045860_1_13-95,Ly6,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A7J8BB03_IPR051445_1_24-122,mixture,monomere,Chordata (phylum),Mammalia (class),Boreoeutheria (clade),95-117
A0A7K7J0S4_IPR045860_1_90-175,Ly6,mixture,Chordata (phylum),Aves (class),Passeriformes (order),72-95
A0A7L1MY93_IPR016054_1_4-94,mostly_Ly6,monomere,Chordata (phylum),Aves (class),Aves (class),72-95
A0A7L2AL88_IPR016054_1_25-100,none,monomere,Chordata (phylum),Aves (class),Gruiformes (order),72-95
A0A7M4EIY9_IPR045860_1_51-102,none,monomere,Chordata (phylum),Crocodylia (order),Crocodylia (order),50-72
A0A7M5VAG0_IPR045860_1_20-105,none,monomere,Cnidaria (phylum),Hydrozoa (class),Leptothecata (order),72-95
A0A7M7L0T9_IPR045860_1_31-135,none,monomere,Arthropoda (phylum),Arachnida (class),Mesostigmata (order),95-117
A0A7N5P423_IPR045860_1_189-316,none,monomere,Chordata (phylum),Mammalia (class),Carnivora (order),117-140
A0A7R9AX11_IPR045860_1_23-125,none,monomere,Arthropoda (phylum),Insecta (class),Polyneoptera (cohort),95-117
A0A7R9IYK2_IPR045860_1_3-55,none,monomere,Arthropoda (phylum),Insecta (class),Phasmatodea (order),50-72
A0A7R9RK28_IPR031424_1_55-150,Quiver,monomere,Arthropoda (phylum),Ichthyostraca (class),Arguloida (order),95-117
A0A803JI26_IPR016054_4_186-276,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0A803JXH3_IPR045860_1_115-202,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0A803TFB1_IPR016054_1_206-304,Ly6,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),95-117
A0A813MG68_IPR045860_1_9-84,none,monomere,Rotifera (phylum),Eurotatoria (class),Ploima (order),72-95
A0A814BXE5_IPR045860_1_1-89,none,monomere,Rotifera (phylum),Eurotatoria (class),Ploima (order),72-95
A0A814P7U1_IPR045860_1_45-142,none,monomere,Rotifera (phylum),Eurotatoria (class),Adinetida (order),95-117
A0A814VT08_IPR045860_1_21-92,none,monomere,Rotifera (phylum),Eurotatoria (class),Adinetida (order),50-72
A0A816H8B4_IPR045860_1_8-92,none,monomere,Rotifera (phylum),Eurotatoria (class),Adinetida (order),72-95
A0A816U5L8_IPR045860_1_24-91,none,monomere,Rotifera (phylum),Eurotatoria (class),Philodinida (order),50-72
A0A818R344_IPR045860_1_32-104,none,monomere,Rotifera (phylum),Eurotatoria (class),Adinetida (order),72-95
A0A820M3D8_IPR045860_1_35-112,none,monomere,Rotifera (phylum),Eurotatoria (class),Philodinida (order),72-95
A0A821LEG1_IPR045860_1_34-111,none,multimere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),72-95
A0A834R417_IPR045860_1_1-102,none,monomere,Arthropoda (phylum),Arachnida (class),Sarcoptiformes (order),95-117
A0A852AKZ2_IPR016054_1_2-87,Ly6,monomere,Chordata (phylum),Aves (class),Passeriformes (order),72-95
A0A8B6D964_IPR045860_1_21-99,none,monomere,Mollusca (phylum),Bivalvia (class),Mytilida (order),72-95
A0A8B7N4P8_IPR045860_1_17-110,none,monomere,Arthropoda (phylum),Malacostraca (class),Amphipoda (order),95-117
A0A8B7SLG6_IPR042339_1_1-127,Ly6,monomere,Chordata (phylum),Mammalia (class),Laurasiatheria (superorder),117-140
A0A8B7Y0D4_IPR045860_1_18-104,Ly6,monomere,Echinodermata (phylum),Asteroidea (class),Valvatida (order),72-95
A0A8B8AN83_IPR045860_1_22-100,none,monomere,Mollusca (phylum),Bivalvia (class),Ostreida (order),72-95
A0A8B8BWJ2_IPR045860_1_19-102,Ly6,monomere,Mollusca (phylum),Bivalvia (class),Ostreida (order),72-95
A0A8B8EXX7_IPR045860_1_22-108,none,monomere,Mollusca (phylum),Bivalvia (class),Ostreida (order),72-95
A0A8C0G175_IPR045860_1_86-158,Ly6,multimere,Chordata (phylum),Testudines (order),Testudines (order),72-95
A0A8C0LSP2_IPR016054_2_116-200,none,multimere,Chordata (phylum),Mammalia (class),Carnivora (order),72-95
A0A8C1A651_IPR045860_1_37-146,none,monomere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),95-117
A0A8C2TFR3_IPR016054_1_21-85,Ly6,multimere,Chordata (phylum),Aves (class),Galliformes (order),50-72
A0A8C2VY68_IPR016054_1_26-108,none,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),72-95
A0A8C3P577_IPR016054_2_21-108,Ly6,multimere,Chordata (phylum),Testudines (order),Testudines (order),72-95
A0A8C4RR39_IPR045860_1_26-104,none,monomere,Chordata (phylum),Cladistia (class),Polypteriformes (order),72-95
A0A8C4TDL5_IPR045860_2_117-194,Ly6,multimere,Chordata (phylum),Cladistia (class),Polypteriformes (order),72-95
A0A8C4Z0Z7_IPR045860_1_21-101,none,monomere,Chordata (phylum),Actinopteri (class),Gadiformes (order),72-95
A0A8C5Q176_IPR045860_1_23-108,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0A8C5QT69_IPR016054_1_156-253,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0A8C5R8U2_IPR016054_2_75-171,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),95-117
A0A8C5YDR3_IPR045860_1_18-67,none,monomere,Chordata (phylum),Mammalia (class),Primates (order),50-72
A0A8C6S983_IPR016054_1_27-106,mixture,monomere,Chordata (phylum),Actinopteri (class),Gobiiformes (order),72-95
A0A8C6U419_IPR045860_1_2-73,none,monomere,Chordata (phylum),Actinopteri (class),Gobiiformes (order),50-72
A0A8C6W3H2_IPR051445_1_11-137,Ly6,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),117-140
A0A8C7YZM5_IPR016054_2_98-177,Ly6,multimere,Chordata (phylum),Actinopteri (class),Beloniformes (order),72-95
A0A8C9RN70_IPR016054_2_122-204,none,multimere,Chordata (phylum),Actinopteri (class),Osteoglossiformes (order),72-95
A0A8D0A0J1_IPR045860_1_80-173,none,monomere,Chordata (phylum),Actinopteri (class),Perciformes (order),72-95
A0A8D2ATC1_IPR016054_1_30-120,none,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),72-95
A0A8D8DNS1_IPR045860_1_168-222,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),50-72
A0A8E4DGL8_IPR045860_1_23-111,none,monomere,Chordata (phylum),Actinopteri (class),Osmeriformes (order),72-95
A0A8J6DP14_IPR016054_3_132-207,Ly6,multimere,Chordata (phylum),Mammalia (class),Eulipotyphla (order),72-95
A0A8J9Z8P6_IPR045860_1_22-100,none,mixture,Chordata (phylum),Leptocardii (class),Amphioxiformes (order),72-95
A0A8K0EX76_IPR045860_1_17-106,Ly6,monomere,Chordata (phylum),Leptocardii (class),Amphioxiformes (order),72-95
A0A8K9V2T7_IPR045860_1_29-144,none,monomere,Chordata (phylum),Actinopteri (class),Clupeocephala (clade),95-117
A0A8M3AS98_IPR045860_1_24-132,none,multimere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),95-117
A0A8R1E0E9_IPR045860_1_1-68,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0A8R1YLV9_IPR045860_1_87-161,Ly6,multimere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A8S1CX94_IPR045860_1_19-118,none,monomere,Arthropoda (phylum),Insecta (class),Ephemeroptera (order),95-117
A0A8S2MUM0_IPR045860_1_63-134,none,monomere,Rotifera (phylum),Eurotatoria (class),Philodinida (order),50-72
A0A8S3RJ47_IPR045860_1_244-341,none,monomere,Mollusca (phylum),Bivalvia (class),Mytilida (order),95-117
A0A8S3T706_IPR045860_1_58-137,none,monomere,Mollusca (phylum),Bivalvia (class),Mytilida (order),72-95
A0A8S3YV94_IPR045860_1_3-95,Ly6,monomere,Mollusca (phylum),Gastropoda (class),Stylommatophora (order),72-95
A0A8S4NPY5_IPR003571_1_50-119,Ly6,monomere,Annelida (phylum),Polychaeta (class),Sabellida (order),50-72
A0A8T0AYF3_IPR045860_2_2-54,Ly6,multimere,Chordata (phylum),Actinopteri (class),Siluriformes (order),50-72
A0A8T1S1I7_IPR045860_1_114-183,SPF,monomere,Chordata (phylum),Testudines (order),Testudines (order),50-72
A0A8T2IQC3_IPR045860_1_92-178,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0A8T3E5P9_IPR045860_1_35-104,none,monomere,Chordata (phylum),Actinopteri (class),Elopomorpha (clade),72-95
A0A913Y102_IPR045860_1_20-100,none,monomere,Cnidaria (phylum),Anthozoa (class),Actiniaria (order),72-95
A0A913ZPL1_IPR045860_1_25-104,none,monomere,Echinodermata (phylum),Asteroidea (class),Valvatida (order),72-95
A0A914C4T4_IPR045860_1_15-86,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0A914ITR9_IPR045860_1_19-101,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A914LEF1_IPR045860_1_1-77,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A914US20_IPR045860_1_179-258,none,monomere,Nematoda (phylum),Chromadorea (class),Plectida (order),72-95
A0A914XL20_IPR045860_1_19-107,none,monomere,Nematoda (phylum),Chromadorea (class),Plectida (order),72-95
A0A915CQH7_IPR045860_1_74-192,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),117-140
A0A974C0Y0_IPR045860_1_18-83,none,monomere,Chordata (phylum),Amphibia (class),Anura (order),50-72
A0A974CHK1_IPR045860_1_111-199,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0A9D3RWL6_IPR045860_1_39-122,Ly6,monomere,Chordata (phylum),Actinopteri (class),Anguilliformes (order),72-95
A0A9D3T679_IPR045860_1_22-118,none,monomere,Chordata (phylum),Actinopteri (class),Elopiformes (order),95-117
