Entry	Organism (ID)	InterPro	Pfam	Protein names
A0A9Q0IBZ6	630683	IPR000472;IPR045860;IPR000333;	PF01064;	Activin types I and II receptor domain-containing protein
A0A9Q0ID28	630683	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6
A0A9Q0IEC7	630683	IPR045860;	PF16975;	UPAR/Ly6 domain-containing protein
A0A9Q0ISE9	630683	IPR045860;IPR046354;		UPAR/Ly6 domain-containing protein
A0A9Q0M0P1	40697	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0M342	40697	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0M3S5	40697	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0MBQ6	40697	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0MFS0	40697	IPR031424;	PF17064;	Uncharacterized protein
A0A9Q0MG88	40697	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0MPI8	35572	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0MQ15	35572	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0MSX6	35572	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9Q0MUQ9	35572	IPR031424;	PF17064;	Protein quiver
A0A9Q0N037	35572	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9Q0NFC2	35572	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9Q0NHB4	35572	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0RJP6	40697	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0RKE5	40697	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A9Q0RXV2	35572	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A9Q0SAD2	35572	IPR031424;	PF17064;	Protein quiver
A0A9Q0X782	171643	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9Q0X786	171643	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q0X7A5	171643	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9Q0X7B1	171643	IPR016054;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q0X7L6	171643	IPR016054;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q0X9E8	171643	IPR050918;IPR004126;IPR045860;	PF02988;	Phospholipase A2 inhibitor N-terminal domain-containing protein
A0A9Q0XJZ1	171643	IPR000472;IPR045860;	PF01064;	Activin types I and II receptor domain-containing protein
A0A9Q0XLT4	171643	IPR016054;IPR039237;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q0XM58	171643	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q0Y0G3	171643	IPR051110;IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9Q0Y350	171643	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A9Q0Y7Q5	171643	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6B
A0A9Q0Y8A4	171643	IPR018363;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A9Q0YGM2	206669	IPR045860;		Uncharacterized protein
A0A9Q1AQP0	171643	IPR050918;IPR016054;IPR004126;IPR045860;	PF02988;PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1AQR2	171643	IPR050918;IPR016054;IPR004126;IPR045860;	PF02988;PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1ASL9	171643	IPR045860;		Uncharacterized protein
A0A9Q1AX85	171643	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9Q1B4N3	171643	IPR051110;IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9Q1B4Z3	171643	IPR051110;IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9Q1B5F0	171643	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A9Q1BE78	206669	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6
A0A9Q1BEV7	206669	IPR045860;		Protein quiver
A0A9Q1BN62	206669	IPR045860;		Uncharacterized protein
A0A9Q1CIB5	206669	IPR016054;IPR045860;	PF00021;	Ly6/PLAUR domain-containing protein 1
A0A9Q1CWD2	82655	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1D1T9	82655	IPR045860;		Ly6/PLAUR domain-containing protein 1-like
A0A9Q1D2N3	82655	IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A9Q1D4M8	82655	IPR045860;		Ly6/PLAUR domain-containing protein 1-like
A0A9Q1DCX6	82655	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1DDH5	82655	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1DDZ7	82655	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1DGB1	82655	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1DGW8	82655	IPR045860;IPR046354;		Uncharacterized protein
A0A9Q1DVQ5	82655	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6
A0A9Q1DWG9	82655	IPR045860;		Ly6/PLAUR domain-containing protein 1-like
A0A9Q1E0X4	82655	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9Q1E1Q9	82655	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1E283	82655	IPR045860;IPR015013;	PF08917;	Transforming growth factor beta receptor 2 ectodomain domain-containing protein
A0A9Q1E5R8	118154	IPR050918;IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1E5S6	118154	IPR050918;IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1E5S8	118154	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1E5U5	118154	IPR050918;IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1E7G0	118154	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A9Q1E7V8	118154	IPR016054;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A9Q1EA09	118154	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1EA43	118154	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1EEB8	118154	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1EKW1	118154	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1F4D5	118154	IPR045860;		Ly6/PLAUR domain-containing protein 1
A0A9Q1F875	118154	IPR045860;		Ly6/PLAUR domain-containing protein 1
A0A9Q1FAM7	118154	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1FAX6	118154	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1GA89	118154	IPR045860;		Uncharacterized protein
A0A9Q1HD05	206669	IPR045860;		Uncharacterized protein
A0A9Q1HJS1	206669	IPR050975;IPR045860;		Uncharacterized protein
A0A9Q1I8V0	118154	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9Q1ICV7	118154	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q1IP46	118154	IPR045860;		Uncharacterized protein
A0A9Q1ITI9	118154	IPR000472;IPR045860;	PF01064;	Activin types I and II receptor domain-containing protein
A0A9Q1JCL9	118154	IPR045860;IPR046354;		Uncharacterized protein
A0A9Q1JEW1	118154	IPR016054;IPR045860;IPR046354;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9Q9V1K3	7962	IPR016054;	PF00021;	Urokinase plasminogen activator surface receptor
A0A9Q9V3A1	7962	IPR050918;IPR016054;IPR035076;	PF00087;	Urokinase plasminogen activator surface receptor-like
A0A9Q9VAA0	7962	IPR016054;IPR046354;	PF00021;	Protein Bouncer
A0A9Q9VAG7	7962	IPR050918;IPR016054;IPR045860;IPR035076;	PF00087;	Urokinase plasminogen activator surface receptor-like isoform X2
A0A9Q9VB39	7962	IPR050918;IPR016054;IPR045860;IPR035076;	PF00087;PF00021;	Urokinase plasminogen activator surface receptor-like isoform X1
A0A9Q9VE66	7962	IPR050918;IPR016054;IPR045860;IPR035076;	PF00087;PF00021;	Sperm acrosome membrane-associated protein 4-like
A0A9Q9VHJ6	7962	IPR016054;IPR046354;	PF00021;	Sperm acrosome membrane-associated protein 4-like
A0A9Q9VLQ7	7962	IPR050918;IPR016054;IPR035076;	PF00087;PF00021;	Urokinase plasminogen activator surface receptor-like
A0A9Q9VNK5	7962	IPR016054;IPR045860;	PF00021;	Cytotoxin 8-like isoform X2
A0A9Q9VTS1	7962	IPR016054;IPR045860;IPR035076;	PF00087;	CD59 glycoprotein-like isoform X2
A0A9Q9VTT5	7962	IPR016054;IPR045860;IPR035076;	PF00087;	CD59 glycoprotein-like isoform X1
A0A9Q9W1W1	7962	IPR050918;IPR016054;IPR035076;	PF00087;PF00021;	Urokinase plasminogen activator surface receptor-like isoform X3
A0A9Q9W1X0	7962	IPR050918;IPR016054;IPR035076;	PF00087;PF00021;	Urokinase plasminogen activator surface receptor-like isoform X2
A0A9Q9X0K6	7962	IPR051110;IPR016054;IPR045860;	PF00021;	Lymphocyte antigen 6 family member pge
A0A9Q9X7L0	7962	IPR016054;IPR046354;	PF00021;	Sperm acrosome membrane-associated protein 4-like
A0A9Q9XKJ9	7962	IPR050918;IPR016054;IPR035076;	PF00087;PF00021;	Prostate stem cell antigen-like
A0A9Q9XYK1	7962	IPR050918;IPR016054;IPR035076;	PF00087;	Phospholipase A2 inhibitor PIP-like
A0A9Q9XYL9	7962	IPR050918;IPR035076;	PF00087;	Urokinase plasminogen activator surface receptor-like
A0A9Q9YCC8	7962	IPR035076;	PF00087;	Uncharacterized protein si:dkeyp-80c12.8
A0A9Q9YX26	7962	IPR051110;IPR016054;IPR035076;	PF00087;	Ly6/PLAUR domain-containing protein 2-like isoform X2
A0A9Q9Z9K3	7962	IPR050918;IPR035076;	PF00087;	Prostate stem cell antigen-like
A0A9Q9ZDP1	7962	IPR016054;IPR045860;	PF00021;	Protein Bouncer-like
A0A9Q9ZE60	7962	IPR051110;IPR016054;IPR045860;	PF00021;	Lymphocyte antigen 6B
A0A9Q9ZM36	7962	IPR016054;IPR045860;	PF00021;	CD59 glycoprotein-like
A0A9R0AEE1	7962	IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6D
A0A9R0AGU8	7962	IPR050918;IPR016054;IPR035076;	PF00087;PF00021;	Urokinase plasminogen activator surface receptor-like
A0A9R0AJN3	7962	IPR016054;	PF00021;	Lymphocyte antigen-6, epidermis
A0A9R0ARX5	7962	IPR016054;IPR045860;IPR035076;	PF00087;	CD59 glycoprotein isoform X2
A0A9R0BA77	7962	IPR035076;	PF00087;	Lymphocyte antigen 6D-like
A0A9R0BAF8	7962	IPR050918;IPR016054;IPR035076;	PF00087;PF00021;	Urokinase plasminogen activator surface receptor-like
A0A9R0BGB5	7962	IPR050918;IPR016054;IPR045860;IPR035076;	PF00087;	Urokinase plasminogen activator surface receptor-like isoform X3
A0A9R0BGN9	7962	IPR050918;IPR016054;IPR035076;	PF00087;PF00021;	Urokinase plasminogen activator surface receptor-like
A0A9R0CWF8	7108	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC118263621
A0A9R0CWR4	7108	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC118263817
A0A9R0D3T4	7108	IPR045860;		Uncharacterized protein LOC118268670 isoform X1
A0A9R0D3V9	7108	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein LOC118268652
A0A9R0D7X0	7108	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein LOC118271828
A0A9R0D845	7108	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC118271864
A0A9R0D8B3	7108	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC118271978
A0A9R0DCB0	7108	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC118274526
A0A9R0DCF1	7108	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC118274525
A0A9R0E3Y5	7108	IPR045860;		Uncharacterized protein LOC126912150
A0A9R0E690	7108	IPR031424;	PF17064;	Uncharacterized protein LOC118279025
A0A9R0EJW3	7108	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC118268189
A0A9R0ELK6	7108	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC118271890
A0A9R0ELT4	7108	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC118271806
A0A9R0ELY5	7108	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC118271829
A0A9R0EM28	7108	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC118271977
A0A9R0EWI0	7108	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC118271237
A0A9R1SI84	630221	IPR045860;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A9R1SJ44	630221	IPR045860;		Uncharacterized protein
A0A9R1SJK8	7962	IPR039457;IPR045860;	PF16975;	LY6/PLAUR domain containing 6 (Ly6/PLAUR domain-containing protein 6-like)
A0A9R1STF2	64838	IPR031424;IPR050975;	PF17064;	Uncharacterized protein crim
A0A9R1SXE9	64838	IPR045860;		Uncharacterized protein
A0A9R1T2L0	64838	IPR039457;	PF16975;	Uncharacterized protein isoform X2
A0A9R1T5X9	64838	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein bou isoform X2
A0A9R1T603	64838	IPR031424;IPR050975;	PF17064;	Uncharacterized protein bou isoform X1
A0A9R1TH45	64838	IPR031424;	PF17064;	Uncharacterized protein isoform X1
A0A9R1THU4	64838	IPR031424;	PF17064;	Uncharacterized protein isoform X2
A0A9R1TSM9	64838	IPR031424;IPR050975;IPR045860;	PF17064;	Protein quiver
A0A9R1U239	64838	IPR045860;		Uncharacterized protein cold
A0A9R5	8330	IPR050918;IPR045860;		Aonirin
A0A9U8DZJ1	6526	IPR045860;		Uncharacterized protein LOC106055611
A0A9U8E6H1	6526	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC106060464
A0A9V1E9F8	9691	IPR016054;	PF00021;	Prostate and testis expressed protein 1
A0A9V1E9P7	9691	IPR016054;	PF00021;	Prostate and testis expressed protein 3
A0A9V1EGY3	9691	IPR045860;IPR046354;		LOW QUALITY PROTEIN: sperm acrosome membrane-associated protein 4
A0A9V1ETX4	9691	IPR050918;IPR016054;IPR045860;	PF00021;	Protein RoBo-1-like
A0A9V1F2Z5	9691	IPR016054;IPR026524;IPR045860;	PF00021;	Lymphocyte antigen 6 complex locus protein G6d
A0A9V1F313	9691	IPR016054;IPR039237;IPR045860;	PF00021;	Lymphocyte antigen 6 complex locus protein G6c
A0A9V1F520	9691	IPR016054;	PF00021;	Secreted protein of Ly-6 domain 1-like
A0A9V1FY03	9691	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6B
A0A9V1FY59	9691	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6 isoform X1
A0A9V1FY72	9691	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6 isoform X2
A0A9V1G533	9691	IPR018363;IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Prostate stem cell antigen
A0A9V1G5A7	9691	IPR018363;IPR016054;IPR042339;IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6D
A0A9V1G5A9	9691	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6E-like
A0A9V1G5G2	9691	IPR016054;IPR045860;IPR052874;	PF00021;	Lymphocyte antigen 6K
A0A9V1G5K5	9691	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Secreted Ly-6/uPAR-related protein 1
A0A9V1G5V4	9691	IPR018363;IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Ly6/PLAUR domain-containing protein 2
A0A9W2V0G3	9691	IPR016054;IPR051445;IPR045860;	PF00021;	Lymphocyte antigen 6L
A0A9W2V0N3	9691	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6E-like isoform X2
A0A9W2V0R8	9691	IPR051110;IPR045860;IPR035076;	PF00087;	Secreted Ly-6/uPAR domain-containing protein 2
A0A9W2V0T6	9691	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6E-like isoform X1
A0A9W2V1D1	9691	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6E-like isoform X3
A0A9W2V992	9691	IPR016054;	PF00021;	Protein PIP-1-like isoform X1
A0A9W2V9Z9	9691	IPR016054;	PF00021;	Protein PIP-1-like isoform X2
A0A9W2VT44	9691	IPR051899;IPR016054;IPR045860;	PF00021;	Ly6/PLAUR domain-containing protein 4 isoform X1
A0A9W2X6I2	9755	IPR051445;		Lymphocyte antigen 6H isoform X3
A0A9W2X6N6	9755	IPR016054;IPR051445;IPR045860;	PF00021;	Lymphocyte antigen 6H isoform X1
A0A9W2X7A7	9755	IPR018363;IPR016054;IPR045860;IPR052874;IPR035076;	PF00087;	Lymphocyte antigen 6K
A0A9W2XQC4	158456	IPR050918;IPR016054;IPR045860;	PF00021;	Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like
A0A9W2XRF2	158456	IPR045860;		Phospholipase A2 inhibitor gamma subunit B-like isoform X4
A0A9W2XRL2	158456	IPR050918;IPR016054;IPR045860;IPR035076;	PF00087;PF00021;	Urokinase plasminogen activator surface receptor-like isoform X4
A0A9W2XZJ5	158456	IPR045860;		Lymphocyte antigen 6G-like
A0A9W2Y1F1	158456	IPR045860;		CD59 glycoprotein-like
A0A9W2YPS7	6526	IPR031424;	PF17064;	Uncharacterized protein LOC106054452
A0A9W2Z002	6526	IPR045860;		Uncharacterized protein LOC106055612
A0A9W2Z5Q7	6526	IPR045860;		Uncharacterized protein LOC106062633
A0A9W2ZPJ4	6526	IPR031424;	PF17064;	Uncharacterized protein LOC129924631 isoform X1
A0A9W2ZPM3	6526	IPR031424;	PF17064;	Uncharacterized protein LOC129924631 isoform X2
A0A9W2ZQU8	6526	IPR031424;IPR050975;IPR045860;	PF17064;	U-scoloptoxin(05)-Sm1a-like
A0A9W2ZRV3	6526	IPR051110;IPR045860;IPR035076;	PF00087;	Uncharacterized protein LOC106074093
A0A9W3BKX7	6526	IPR031424;IPR050975;	PF17064;	U-scoloptoxin(05)-Er3a-like
A0A9W3BLY9	6526	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC129928728 isoform X2
A0A9W3BN44	6526	IPR031424;IPR050975;	PF17064;	Uncharacterized protein LOC129928804
A0A9W3EIP7	9837	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6 isoform X1
A0A9W3EXZ4	9837	IPR051110;IPR045860;IPR035076;	PF00087;	Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1 isoform X3
A0A9W3EY57	9837	IPR016054;IPR045860;IPR052874;		Glycosyl-phosphatidylinositol-anchored molecule-like protein
A0A9W3EYF8	9837	IPR016054;IPR051445;IPR045860;	PF00021;	Lymphocyte antigen 6L
A0A9W3EYH0	9837	IPR016054;IPR026524;IPR045860;	PF00021;	Lymphocyte antigen 6 complex locus protein G6d
A0A9W3EYS6	9837	IPR016054;IPR029691;	PF00021;	Prostate and testis expressed protein 2
A0A9W3F515	9837	IPR018363;IPR016054;IPR042339;IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6D
A0A9W3FEC4	9837	IPR016054;IPR045860;	PF00021;	Ly6/PLAUR domain-containing protein 1
A0A9W3FFR4	9837	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Secreted Ly-6/uPAR-related protein 1
A0A9W3FFR5	9837	IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6E-like
A0A9W3FFS0	9837	IPR045860;IPR052874;		Glycosyl-phosphatidylinositol-anchored molecule-like protein
A0A9W3FYD3	9837	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6B
A0A9W3GE15	9837	IPR051110;IPR045860;IPR035076;	PF00087;	Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1 isoform X2
A0A9W3GEH8	9837	IPR016054;IPR026110;	PF00021;	Lymphocyte antigen 6 complex locus protein G5c
A0A9W3GEV9	9837	IPR016054;	PF00021;	Prostate and testis expressed protein 3 isoform X1
A0A9W3GFS2	9837	IPR016054;	PF00021;	Prostate and testis expressed protein 3 isoform X2
A0A9W3GMB5	9837	IPR016054;IPR045860;IPR046354;	PF00021;	Sperm acrosome membrane-associated protein 4
A0A9W3GPU5	9837	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6 isoform X2
A0A9W3GWX5	9837	IPR016054;	PF00021;	Prostate and testis expressed protein 1
A0A9W3GWY6	9837	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6E
A0A9W3GX44	9837	IPR016054;IPR039237;IPR045860;	PF00021;	Lymphocyte antigen 6 complex locus protein G6c
A0A9W3GXA6	9837	IPR052671;IPR016054;	PF00021;	Acrosomal protein SP-10 isoform X3
A0A9W3H0E6	9837	IPR018363;IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Ly6/PLAUR domain-containing protein 2
A0A9W3H669	9837	IPR045860;IPR052874;IPR035076;	PF00087;	Lymphocyte antigen 6K
A0A9W7T4X1	992332	IPR016054;IPR045860;		CD59 glycoprotein
A0A9W7T696	992332	IPR016054;IPR045860;IPR035076;	PF00087;	CD59 glycoprotein
A0A9W7T6K8	992332	IPR050918;IPR016054;IPR045860;	PF00021;	CD59 glycoprotein
A0A9W7TAB1	992332	IPR045860;		CD59B glycoprotein-like
A0A9W7TGR0	992332	IPR050918;IPR045860;IPR035076;	PF00087;	Urokinase plasminogen activator surface receptor-like
A0A9W7TGY6	992332	IPR050918;IPR016054;IPR045860;	PF00021;	Lymphocyte antigen 6F-like
A0A9W7THA9	992332	IPR050918;IPR016054;IPR045860;IPR035076;	PF00087;PF00021;	Prostate stem cell antigen-like
A0A9W7TIE3	992332	IPR045860;		RNA pseudouridylate synthase domain-containing protein 4-like
A0A9W7TLM0	992332	IPR016054;IPR045860;	PF00021;	Ly-6/neurotoxin-like protein 1
A0A9W7TVS0	992332	IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6D-like
A0A9W7WCE8	992332	IPR018363;IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6F-like
A0A9W7WHC0	992332	IPR016054;IPR045860;IPR046354;	PF00021;	Sperm acrosome membrane-associated protein 4-like
A0A9W7WJ57	992332	IPR045860;		CD59 glycoprotein-like
A0A9W7WNN5	992332	IPR051110;IPR016054;IPR045860;	PF00021;	Prostate stem cell antigen-like
A0A9W7WQ99	992332	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1-like
A0A9W7WV84	992332	IPR016054;IPR045860;	PF00021;	CD59-like protein
A0A9W7WV90	992332	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6
A0A9W7X377	992332	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9W8C3W9	992332	IPR016054;IPR045860;IPR046354;	PF00021;	Sperm acrosome membrane-associated protein 4-like
A0A9W8C6M8	992332	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6B
A0A9W8C9K9	992332	IPR045860;		Prostate stem cell antigen-like
A0A9W8CAB7	992332	IPR016054;IPR045860;IPR035076;	PF00087;	CD59 glycoprotein
A0A9W9Y813	174260	IPR045860;		Uncharacterized protein
A0A9W9YB31	174260	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9W9YCS1	174260	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9W9YGT3	174260	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9W9YGZ0	174260	IPR045860;		Uncharacterized protein
A0A9W9YH07	174260	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9W9YH78	174260	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9W9YJ69	174260	IPR045860;		Uncharacterized protein
A0A9W9YJE4	174260	IPR045860;		Uncharacterized protein
A0A9W9YJR1	174260	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9W9YPS8	174260	IPR045860;		Uncharacterized protein
A0A9W9YR80	174260	IPR045860;		Sodefrin-like factor
A0A9W9YS29	174260	IPR045860;		Uncharacterized protein
A0A9W9YS46	174260	IPR045860;		Uncharacterized protein
A0A9W9YS50	174260	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9W9YUU3	174260	IPR045860;		Uncharacterized protein
A0A9W9YV36	174260	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9W9YWP2	174260	IPR045860;		Sodefrin-like factor
A0A9W9YYA1	174260	IPR045860;		UPAR/Ly6 domain-containing protein
A0A9W9Z5X3	174260	IPR045860;		AP-1 complex subunit beta-1
A0A9W9Z632	174260	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9W9Z652	174260	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9W9Z6B6	174260	IPR016054;IPR045860;	PF00021;	U-PAR/Ly-6 domain
A0A9W9Z7Q1	174260	IPR045860;		Sodefrin-like factor
A0A9W9Z841	174260	IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A9W9ZBW4	174260	IPR045860;		Uncharacterized protein
A0A9W9ZC82	174260	IPR045860;		Uncharacterized protein
