protein_id,protein_name,organism,sequence_length,tax_id,interpro_1,interpro_2,interpro_3,interpro_4
A0AAW0HAV2,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),223,447135.0,IPR016054,IPR045860,,
A0AAW0HAW9,Urokinase plasminogen activator surface receptor,Myodes glareolus (Bank vole),325,447135.0,IPR016054,IPR045860,,
A0AAW0HB90,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),77,,IPR016054,,,
A0AAW0HW88,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),261,,IPR016054,,,
A0AAW0HWJ5,UPAR/Ly6 domain-containing protein,Myodes glareolus (Bank vole),284,,IPR016054,,,
A0AAW0I230,receptor protein serine/threonine kinase,Myodes glareolus,532,447135.0,IPR045860,,,
A0AAW0I5D5,Anti-Muellerian hormone type-2 receptor,Myodes glareolus,642,447135.0,IPR045860,,,
A0AAW0I5F5,Activin receptor type-1-like,Myodes glareolus,652,447135.0,IPR045860,,,
A0AAW0I642,Activin receptor type-1B,Myodes glareolus,517,447135.0,IPR045860,,,
A0AAW0I9B4,receptor protein serine/threonine kinase,Myodes glareolus,358,447135.0,IPR045860,,,
A0AAW0IKT0,CD59 glycoprotein,Myodes glareolus (Bank vole),128,447135.0,IPR016054,IPR045860,,
A0AAW0IQJ3,Serine/threonine-protein kinase receptor,Myodes glareolus,519,447135.0,IPR045860,,,
A0AAW0J544,UPAR/Ly6 domain-containing protein,Myodes glareolus,157,447135.0,IPR045860,,,
A0AAW0JC32,Ly6/PLAUR domain-containing protein 6,Myodes glareolus (Bank vole),107,447135.0,IPR039457,IPR045860,,
A0AAW0JE80,TGF-B superfamily receptor type I,Myodes glareolus,97,447135.0,IPR045860,,,
A0AAW0JJL1,Ly6/PLAUR domain-containing protein 1,Myodes glareolus,76,447135.0,IPR045860,,,
A0AAW0JN80,BMP and activin membrane-bound inhibitor homolog,Myodes glareolus,260,447135.0,IPR045860,,,
A0AAW0JWB7,LY6/PLAUR domain containing 6B,Myodes glareolus (Bank vole),212,447135.0,IPR039457,IPR045860,,
A0AAW0MD88,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,119,88201.0,IPR045860,,,
A0AAW0MFM6,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,92,88201.0,IPR045860,,,
A0AAW0MGA1,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),91,88201.0,IPR016054,IPR045860,,
A0AAW0MGU5,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),172,88201.0,IPR016054,IPR035076,IPR045860,
A0AAW0MIX8,Uncharacterized protein,Mugilogobius chulae,301,88201.0,IPR045860,,,
A0AAW0MJV9,receptor protein serine/threonine kinase,Mugilogobius chulae,491,88201.0,IPR045860,,,
A0AAW0MKU7,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,499,88201.0,IPR045860,,,
A0AAW0MKZ9,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,154,88201.0,IPR045860,,,
A0AAW0ML87,receptor protein serine/threonine kinase,Mugilogobius chulae,394,88201.0,IPR045860,,,
A0AAW0MLE8,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),187,88201.0,IPR016054,IPR045860,,
A0AAW0MNB0,Snake toxin/toxin-like domain-containing protein,Mugilogobius chulae (yellowstripe goby),194,88201.0,IPR035076,IPR045860,,
A0AAW0MNR8,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,104,88201.0,IPR045860,,,
A0AAW0MNV2,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,143,88201.0,IPR045860,,,
A0AAW0MP18,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),491,88201.0,IPR016054,IPR035076,IPR045860,
A0AAW0MP69,BMP and activin membrane-bound inhibitor homolog,Mugilogobius chulae,261,88201.0,IPR045860,,,
A0AAW0MP74,Snake toxin/toxin-like domain-containing protein,Mugilogobius chulae (yellowstripe goby),176,88201.0,IPR035076,IPR045860,,
A0AAW0MVP7,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,400,88201.0,IPR045860,,,
A0AAW0MWW2,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),509,88201.0,IPR016054,IPR045860,,
A0AAW0MXH8,Serine/threonine-protein kinase receptor,Mugilogobius chulae,455,88201.0,IPR045860,,,
A0AAW0MYR7,Activin receptor type-1B,Mugilogobius chulae,498,88201.0,IPR045860,,,
A0AAW0MZ69,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,112,88201.0,IPR045860,,,
A0AAW0MZS0,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,86,88201.0,IPR045860,,,
A0AAW0N088,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),403,88201.0,IPR016054,IPR045860,,
A0AAW0N0A7,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),381,88201.0,IPR016054,IPR045860,,
A0AAW0N0X7,TGF-beta receptor type-2,Mugilogobius chulae,563,88201.0,IPR045860,,,
A0AAW0N231,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),122,88201.0,IPR016054,IPR035076,IPR045860,
A0AAW0N2N6,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),337,88201.0,IPR016054,IPR045860,,
A0AAW0N335,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),139,88201.0,IPR016054,IPR045860,,
A0AAW0N345,receptor protein serine/threonine kinase,Mugilogobius chulae,504,88201.0,IPR045860,,,
A0AAW0N3S1,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),879,88201.0,IPR016054,IPR045860,,
A0AAW0N3V0,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),274,88201.0,IPR016054,IPR045860,,
A0AAW0N4Y7,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),243,88201.0,IPR016054,IPR045860,,
A0AAW0N869,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),130,88201.0,IPR016054,IPR045860,,
A0AAW0N9Q7,Sodefrin-like factor,Mugilogobius chulae,258,88201.0,IPR045860,,,
A0AAW0NAA8,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,106,88201.0,IPR045860,,,
A0AAW0NDL8,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,205,88201.0,IPR045860,,,
A0AAW0NI44,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),186,88201.0,IPR016054,IPR045860,,
A0AAW0NIB3,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,413,88201.0,IPR045860,,,
A0AAW0NIS2,receptor protein serine/threonine kinase,Mugilogobius chulae,512,88201.0,IPR045860,,,
A0AAW0NJQ9,Serine/threonine-protein kinase receptor,Mugilogobius chulae,1055,88201.0,IPR045860,,,
A0AAW0NK07,Snake toxin/toxin-like domain-containing protein,Mugilogobius chulae (yellowstripe goby),91,88201.0,IPR035076,IPR045860,,
A0AAW0NK60,LY6/PLAUR domain containing 6,Mugilogobius chulae (yellowstripe goby),177,88201.0,IPR039457,IPR045860,,
A0AAW0NKL1,Ly6/PLAUR domain-containing protein 1-like,Mugilogobius chulae,124,88201.0,IPR045860,,,
A0AAW0NPS7,GS domain-containing protein,Mugilogobius chulae,362,88201.0,IPR045860,,,
A0AAW0NQK7,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),127,88201.0,IPR016054,IPR045860,,
A0AAW0NR19,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),128,88201.0,IPR016054,IPR045860,,
A0AAW0NRP3,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),165,88201.0,IPR016054,IPR045860,,
A0AAW0NT72,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),126,88201.0,IPR016054,IPR045860,,
A0AAW0NUY5,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),119,88201.0,IPR016054,IPR045860,,
A0AAW0NV86,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),150,88201.0,IPR016054,IPR045860,,
A0AAW0NWR8,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,758,88201.0,IPR045860,,,
A0AAW0NYC2,receptor protein serine/threonine kinase,Mugilogobius chulae,572,88201.0,IPR045860,,,
A0AAW0NZ75,UPAR/Ly6 domain-containing protein,Mugilogobius chulae,103,88201.0,IPR045860,,,
A0AAW0P1L1,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),140,88201.0,IPR016054,IPR045860,,
A0AAW0P1Q5,receptor protein serine/threonine kinase,Mugilogobius chulae,931,88201.0,IPR045860,,,
A0AAW0P4L4,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),646,88201.0,IPR016054,IPR045860,,
A0AAW0P4M8,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),783,88201.0,IPR016054,IPR045860,,
A0AAW0P615,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),764,88201.0,IPR016054,IPR045860,,
A0AAW0P683,Serine/threonine-protein kinase receptor,Mugilogobius chulae,504,88201.0,IPR045860,,,
A0AAW0PBN0,receptor protein serine/threonine kinase,Mugilogobius chulae,939,88201.0,IPR045860,,,
A0AAW0PD67,Uncharacterized protein,Mugilogobius chulae,1019,88201.0,IPR045860,,,
A0AAW0PEC5,CD59 glycoprotein,Mugilogobius chulae (yellowstripe goby),442,88201.0,IPR016054,IPR045860,,
A0AAW0PEG8,Mucin-2-like,Mugilogobius chulae,1433,88201.0,IPR045860,,,
A0AAW0PGG7,Uncharacterized protein,Mugilogobius chulae,310,88201.0,IPR045860,,,
A0AAW0PGH8,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),1100,88201.0,IPR016054,IPR045860,,
A0AAW0PGP5,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),412,88201.0,IPR016054,IPR035076,IPR045860,
A0AAW0PJY9,Uncharacterized protein,Mugilogobius chulae,88,88201.0,IPR045860,,,
A0AAW0PLK5,Mucin-2-like,Mugilogobius chulae,1812,88201.0,IPR045860,,,
A0AAW0PQM6,Nonsense-mediated mRNA decay factor SMG9,Mugilogobius chulae (yellowstripe goby),682,88201.0,IPR016054,IPR045860,,
A0AAW0PRL5,UPAR/Ly6 domain-containing protein,Mugilogobius chulae (yellowstripe goby),108,88201.0,IPR016054,IPR035076,IPR045860,
A0AAW0PTJ3,GATA zinc finger domain-containing protein 14-like,Mugilogobius chulae,1124,88201.0,IPR045860,,,
A0AAW0PV41,Uncharacterized protein,Mugilogobius chulae (yellowstripe goby),3958,88201.0,IPR003571,IPR045860,,
A0AAW0PWH1,Uncharacterized protein,Mugilogobius chulae,169,88201.0,IPR045860,,,
A0AAW0PYI9,Transforming acidic coiled-coil-containing protein C-terminal domain-containing protein,Mugilogobius chulae,622,88201.0,IPR045860,,,
A0AAW0PZ36,receptor protein serine/threonine kinase,Mugilogobius chulae,407,88201.0,IPR045860,,,
A0AAW0Q0Q1,receptor protein serine/threonine kinase,Mugilogobius chulae,430,88201.0,IPR045860,,,
A0AAW0Q166,Serine/threonine-protein kinase receptor,Mugilogobius chulae,512,88201.0,IPR045860,,,
A0AAW0Q3I2,receptor protein serine/threonine kinase,Mugilogobius chulae,1302,88201.0,IPR045860,,,
A0AAW0Q5T6,Activin receptor type-1,Mugilogobius chulae,481,88201.0,IPR045860,,,
A0AAW0QD82,CD59 glycoprotein,Mugilogobius chulae,170,88201.0,IPR045860,,,
A0AAW0SAM9,Uncharacterized protein,Scylla paramamosain,135,85552.0,IPR045860,,,
A0AAW0SKK5,Protein sleepless,Scylla paramamosain,142,85552.0,IPR045860,,,
A0AAW0SKY8,Uncharacterized protein,Scylla paramamosain,146,85552.0,IPR045860,,,
A0AAW0SMM9,UPAR/Ly6 domain-containing protein,Scylla paramamosain,168,85552.0,IPR045860,,,
A0AAW0SPN5,Protein sleepless,Scylla paramamosain (Mud crab),158,,IPR031424,,,
A0AAW0SVU8,receptor protein serine/threonine kinase,Scylla paramamosain,607,85552.0,IPR045860,,,
A0AAW0SYU6,Uncharacterized protein,Scylla paramamosain,176,85552.0,IPR045860,,,
A0AAW0T1I8,Uncharacterized protein,Scylla paramamosain,132,85552.0,IPR045860,,,
A0AAW0T3T5,Protein sleepless,Scylla paramamosain (Mud crab),139,85552.0,IPR031424,IPR045860,,
A0AAW0T3Z1,Protein sleepless,Scylla paramamosain (Mud crab),137,85552.0,IPR031424,IPR045860,,
A0AAW0T6Q5,Serine/threonine-protein kinase receptor,Scylla paramamosain,528,85552.0,IPR045860,,,
A0AAW0TBC4,Protein quiver,Scylla paramamosain,151,85552.0,IPR045860,,,
A0AAW0TPS0,Protein sleepless,Scylla paramamosain (Mud crab),152,,IPR031424,,,
A0AAW0TZX0,Protein sleepless,Scylla paramamosain (Mud crab),206,,IPR031424,,,
A0AAW0U0Y4,Serine/threonine-protein kinase receptor,Scylla paramamosain,557,85552.0,IPR045860,,,
A0AAW0U2B0,Serine/threonine-protein kinase receptor,Scylla paramamosain,558,85552.0,IPR045860,,,
A0AAW0U2P0,Serine/threonine-protein kinase receptor,Scylla paramamosain,534,85552.0,IPR045860,,,
A0AAW0U7I4,Uncharacterized protein,Scylla paramamosain (Mud crab),251,,IPR031424,,,
A0AAW0U8K7,Actin-related protein 2/3 complex subunit 3,Scylla paramamosain,284,85552.0,IPR045860,,,
A0AAW0U8W1,Activin types I and II receptor domain-containing protein,Scylla paramamosain,348,85552.0,IPR045860,,,
A0AAW0U9W0,UPAR/Ly6 domain-containing protein qvr,Scylla paramamosain (Mud crab),527,,IPR031424,,,
A0AAW0UA53,Serine/threonine-protein kinase receptor,Scylla paramamosain,428,85552.0,IPR045860,,,
A0AAW0UCM0,Serine/threonine-protein kinase receptor,Scylla paramamosain,518,85552.0,IPR045860,,,
A0AAW0UFS9,Protein sleepless,Scylla paramamosain (Mud crab),178,,IPR031424,,,
A0AAW0UH49,Protein sleepless,Scylla paramamosain (Mud crab),322,,IPR031424,,,
A0AAW0UHP6,Protein sleepless,Scylla paramamosain (Mud crab),152,,IPR031424,,,
A0AAW0UML5,MRH domain-containing protein,Scylla paramamosain,1124,85552.0,IPR045860,,,
A0AAW0UP64,receptor protein serine/threonine kinase,Scylla paramamosain,1067,85552.0,IPR045860,,,
A0AAW0UP69,receptor protein serine/threonine kinase,Scylla paramamosain,1070,85552.0,IPR045860,,,
A0AAW0UP75,receptor protein serine/threonine kinase,Scylla paramamosain,1072,85552.0,IPR045860,,,
A0AAW0UTL2,receptor protein serine/threonine kinase,Scylla paramamosain,1069,85552.0,IPR045860,,,
A0AAW0VRN4,Protein sleepless,Cherax quadricarinatus (Australian red claw crayfish),121,,IPR031424,,,
A0AAW0VUI4,Protein sleepless,Cherax quadricarinatus (Australian red claw crayfish),122,,IPR031424,,,
A0AAW0W9G3,receptor protein serine/threonine kinase,Cherax quadricarinatus,547,27406.0,IPR045860,,,
A0AAW0WAD9,UPAR/Ly6 domain-containing protein qvr,Cherax quadricarinatus (Australian red claw crayfish),147,,IPR031424,,,
A0AAW0WAU1,UPAR/Ly6 domain-containing protein qvr,Cherax quadricarinatus (Australian red claw crayfish),134,,IPR031424,,,
A0AAW0WDB7,Protein sleepless,Cherax quadricarinatus (Australian red claw crayfish),151,,IPR031424,,,
A0AAW0WE50,UPAR/Ly6 domain-containing protein,Cherax quadricarinatus,146,27406.0,IPR045860,,,
A0AAW0WGJ2,receptor protein serine/threonine kinase,Cherax quadricarinatus,600,27406.0,IPR045860,,,
A0AAW0WGJ7,UPAR/Ly6 domain-containing protein,Cherax quadricarinatus,216,27406.0,IPR045860,,,
A0AAW0WHS2,Protein quiver,Cherax quadricarinatus (Australian red claw crayfish),178,,IPR031424,,,
A0AAW0WW60,Protein quiver,Cherax quadricarinatus (Australian red claw crayfish),178,,IPR031424,,,
A0AAW0WXQ1,Serine/threonine-protein kinase receptor,Cherax quadricarinatus,513,27406.0,IPR045860,,,
A0AAW0WY93,receptor protein serine/threonine kinase,Cherax quadricarinatus,448,27406.0,IPR045860,,,
A0AAW0XE32,Protein sleepless,Cherax quadricarinatus (Australian red claw crayfish),143,,IPR031424,,,
A0AAW0XGR7,receptor protein serine/threonine kinase,Cherax quadricarinatus,402,27406.0,IPR045860,,,
A0AAW0XGV8,Protein sleepless,Cherax quadricarinatus (Australian red claw crayfish),157,,IPR031424,,,
A0AAW0XNL5,Uncharacterized protein,Cherax quadricarinatus,235,27406.0,IPR045860,,,
A0AAW0XQW8,Protein sleepless,Cherax quadricarinatus (Australian red claw crayfish),139,27406.0,IPR031424,IPR045860,,
A0AAW0XQX6,Uncharacterized protein,Cherax quadricarinatus,187,27406.0,IPR045860,,,
A0AAW0XVS6,Protein quiver,Cherax quadricarinatus,145,27406.0,IPR045860,,,
A0AAW0XVV2,Protein sleepless,Cherax quadricarinatus (Australian red claw crayfish),156,27406.0,IPR031424,IPR045860,,
A0AAW0XW39,Snake toxin/toxin-like domain-containing protein,Cherax quadricarinatus (Australian red claw crayfish),104,27406.0,IPR035076,IPR045860,,
A0AAW0XZV8,Protein sleepless,Cherax quadricarinatus (Australian red claw crayfish),150,,IPR031424,,,
A0AAW0Y0S8,Protein quiver,Cherax quadricarinatus,136,27406.0,IPR045860,,,
A0AAW0Y184,Uncharacterized protein,Cherax quadricarinatus,121,27406.0,IPR045860,,,
A0AAW0Y435,Protein sleepless,Cherax quadricarinatus (Australian red claw crayfish),136,27406.0,IPR031424,IPR045860,,
A0AAW0Y4Z4,Serine/threonine-protein kinase receptor,Cherax quadricarinatus,530,27406.0,IPR045860,,,
A0AAW0Y527,Uncharacterized protein,Cherax quadricarinatus,145,27406.0,IPR045860,,,
A0AAW0Y9Z7,Activin types I and II receptor domain-containing protein,Cherax quadricarinatus,498,27406.0,IPR045860,,,
A0AAW0YHV0,Protein sleepless,Cherax quadricarinatus (Australian red claw crayfish),122,,IPR031424,,,
A0AAW0YJ48,Activin types I and II receptor domain-containing protein,Cherax quadricarinatus,576,27406.0,IPR045860,,,
A0AAW0YM96,Activin types I and II receptor domain-containing protein,Cherax quadricarinatus,524,27406.0,IPR045860,,,
A0AAW0YML6,Protein sleepless,Cherax quadricarinatus (Australian red claw crayfish),146,,IPR031424,,,
A0AAW0YMN0,Activin types I and II receptor domain-containing protein,Cherax quadricarinatus,563,27406.0,IPR045860,,,
A0AAW0ZI70,Protein sleepless,Tetragonisca angustula,167,166442.0,IPR031424,IPR045860,,
A0AAW0ZJA8,receptor protein serine/threonine kinase,Tetragonisca angustula,510,166442.0,IPR045860,,,
A0AAW0ZJI0,Uncharacterized protein,Tetragonisca angustula,146,166442.0,IPR045860,,,
A0AAW0ZL72,Protein sleepless,Tetragonisca angustula,146,166442.0,IPR031424,,,
A0AAW0ZRX7,receptor protein serine/threonine kinase,Tetragonisca angustula,541,166442.0,IPR045860,,,
A0AAW0ZTN0,UPAR/Ly6 domain-containing protein qvr,Tetragonisca angustula,158,166442.0,IPR031424,,,
A0AAW0ZTV5,receptor protein serine/threonine kinase,Tetragonisca angustula,589,166442.0,IPR045860,,,
A0AAW0ZY53,Uncharacterized protein,Tetragonisca angustula,125,166442.0,IPR045860,,,
A0AAW0ZZN3,receptor protein serine/threonine kinase,Tetragonisca angustula,518,166442.0,IPR045860,,,
A0AAW1A1D9,Serine/threonine-protein kinase receptor,Tetragonisca angustula,504,166442.0,IPR045860,,,
A0AAW1A1T2,receptor protein serine/threonine kinase,Tetragonisca angustula,508,166442.0,IPR045860,,,
A0AAW1A2B1,receptor protein serine/threonine kinase,Tetragonisca angustula,507,166442.0,IPR045860,,,
A0AAW1A2M6,Serine/threonine-protein kinase receptor,Tetragonisca angustula,505,166442.0,IPR045860,,,
A0AAW1A3H5,Protein quiver,Tetragonisca angustula,153,166442.0,IPR031424,,,
A0AAW1A641,Protein sleepless,Tetragonisca angustula,156,166442.0,IPR031424,,,
A0AAW1A861,Protein quiver,Tetragonisca angustula,152,166442.0,IPR031424,,,
A0AAW1AAT5,Ly6/PLAUR domain-containing protein 6B,Tetragonisca angustula,154,166442.0,IPR039457,,,
A0AAW1ABV0,Serine/threonine-protein kinase receptor,Tetragonisca angustula,549,166442.0,IPR045860,,,
A0AAW1ACB6,Uncharacterized protein,Tetragonisca angustula,238,166442.0,IPR045860,,,
A0AAW1ACP4,Ly6/PLAUR domain-containing protein 6B,Tetragonisca angustula,187,166442.0,IPR039457,IPR045860,,
A0AAW1ADI5,Serine/threonine-protein kinase receptor,Tetragonisca angustula,531,166442.0,IPR045860,,,
A0AAW1ADQ5,Serine/threonine-protein kinase receptor,Tetragonisca angustula,526,166442.0,IPR045860,,,
A0AAW1ADZ7,Serine/threonine-protein kinase receptor,Tetragonisca angustula,956,166442.0,IPR045860,,,
A0AAW1AFW1,BMP and activin membrane-bound inhibitor homolog,Tetragonisca angustula,212,166442.0,IPR045860,,,
A0AAW1AIT6,Activin types I and II receptor domain-containing protein,Tetragonisca angustula,232,166442.0,IPR045860,,,
A0AAW1AK26,Protein sleepless,Tetragonisca angustula,145,166442.0,IPR031424,IPR045860,,
A0AAW1AKV5,Protein sleepless,Tetragonisca angustula,140,166442.0,IPR031424,,,
A0AAW1AKV7,Protein quiver,Tetragonisca angustula,138,166442.0,IPR031424,IPR045860,,
A0AAW1AL03,Protein sleepless,Tetragonisca angustula,178,166442.0,IPR031424,,,
A0AAW1AWV1,UPAR/Ly6 domain-containing protein,Crotalus adamanteus (Eastern diamondback rattlesnake),830,8729.0,IPR016054,IPR045860,,
A0AAW1AWW4,UPAR/Ly6 domain-containing protein,Crotalus adamanteus (Eastern diamondback rattlesnake),187,8729.0,IPR016054,IPR045860,,
A0AAW1AWY3,UPAR/Ly6 domain-containing protein,Crotalus adamanteus (Eastern diamondback rattlesnake),255,8729.0,IPR016054,IPR045860,,
A0AAW1AWZ8,IRG-type G domain-containing protein,Crotalus adamanteus,354,8729.0,IPR045860,,,
A0AAW1AX73,UPAR/Ly6 domain-containing protein,Crotalus adamanteus (Eastern diamondback rattlesnake),297,8729.0,IPR016054,IPR035076,IPR045860,
A0AAW1AX84,UPAR/Ly6 domain-containing protein,Crotalus adamanteus (Eastern diamondback rattlesnake),743,8729.0,IPR016054,IPR045860,,
A0AAW1AXG4,UPAR/Ly6 domain-containing protein,Crotalus adamanteus (Eastern diamondback rattlesnake),204,8729.0,IPR016054,IPR045860,,
A0AAW1AXH1,UPAR/Ly6 domain-containing protein,Crotalus adamanteus (Eastern diamondback rattlesnake),410,8729.0,IPR016054,IPR045860,,
A0AAW1AXH4,UPAR/Ly6 domain-containing protein,Crotalus adamanteus (Eastern diamondback rattlesnake),275,8729.0,IPR016054,IPR045860,,
A0AAW1AXI6,UPAR/Ly6 domain-containing protein,Crotalus adamanteus (Eastern diamondback rattlesnake),174,8729.0,IPR016054,IPR045860,,
A0AAW1AXJ7,UPAR/Ly6 domain-containing protein,Crotalus adamanteus,128,8729.0,IPR045860,,,
A0AAW1AXJ9,Phospholipase A2 inhibitor,Crotalus adamanteus (Eastern diamondback rattlesnake),385,8729.0,IPR016054,IPR045860,,
A0AAW1AXK0,UPAR/Ly6 domain-containing protein,Crotalus adamanteus (Eastern diamondback rattlesnake),475,8729.0,IPR016054,IPR045860,,
A0AAW1AXY7,UPAR/Ly6 domain-containing protein,Crotalus adamanteus (Eastern diamondback rattlesnake),257,8729.0,IPR016054,IPR045860,,
A0AAW1AY36,Phospholipase A2 inhibitor N-terminal domain-containing protein,Crotalus adamanteus,707,8729.0,IPR045860,,,
A0AAW1AY45,UPAR/Ly6 domain-containing protein,Crotalus adamanteus (Eastern diamondback rattlesnake),213,8729.0,IPR016054,IPR045860,,
A0AAW1AY60,UPAR/Ly6 domain-containing protein,Crotalus adamanteus (Eastern diamondback rattlesnake),298,8729.0,IPR016054,IPR045860,,
