identifier,group,oligomeric_state,last_common_ancestor,length
A0A6P8I9P2_IPR045860_2_361-443,none,multimer,genus:Actinia,72-95
A0A7J6BV89_IPR045860_1_106-178,Ly6,multimer,genus:Onychostoma,72-95
A0A7J7VEQ8_IPR016054_1_29-124,Ly6,monomer,genus:Rhinolophus,95-117
A0A803JS12_IPR016054_2_112-204,Ly6,multimer,genus:Xenopus,72-95
A0A803TK79_IPR045860_2_51-140,Ly6,multimer,genus:Anolis,72-95
A0A8B7SLY6_IPR016054_1_6-86,Ly6,monomer,genus:Hipposideros,72-95
A0A8C2MM73_IPR016054_2_319-395,Ly6,multimer,family:Cricetidae,72-95
A0A8C2SE49_IPR016054_1_20-104,Ly6,multimer,order:Artiodactyla,72-95
A0A8C5QQR9_IPR045860_3_411-499,Ly6,multimer,genus:Leptobrachium,72-95
A0A8C5QVB5_IPR045860_2_117-202,Ly6,multimer,genus:Leptobrachium,72-95
A0A8C5R8U2_IPR016054_1_182-276,Ly6,multimer,genus:Leptobrachium,72-95
A0A8C6QDU5_IPR016054_1_20-106,Ly6,multimer,genus:Nannospalax,72-95
A0A8C6V9Q3_IPR016054_1_51-143,Ly6,monomer,genus:Neogobius,72-95
A0A8C7DFP0_IPR045860_1_14-98,Ly6,monomer,genus:Oncorhynchus,72-95
A0A8C8UEU3_IPR016054_1_55-136,Ly6,multimer,family:Cricetidae,72-95
A0A8D0B7Z7_IPR016054_1_20-111,Ly6,multimer,genus:Salvator,72-95
A0A8D0HA27_IPR016054_1_45-115,Ly6,multimer,genus:Sphenodon,50-72
A0A8D2CTA0_IPR016054_1_19-104,Ly6,multimer,genus:Sciurus,72-95
A0A8D8DGH6_IPR016054_1_21-111,Ly6,monomer,genus:Culex,72-95
A0A8J0SVG8_IPR016054_1_21-114,Ly6,multimer,genus:Xenopus,72-95
A0A8J1L7U4_IPR045860_1_145-237,Ly6,multimer,genus:Xenopus,72-95
A0A8J6AJV9_IPR016054_1_3-78,Ly6,monomer,genus:Galemys,72-95
A0A8J6EJ08_IPR016054_3_113-202,Ly6,multimer,genus:Eleutherodactylus,72-95
A0A8T1S7E9_IPR045860_1_19-100,Ly6,monomer,genus:Chelydra,72-95
A0A8X8BLA9_IPR045860_1_18-104,Ly6,monomer,family:Polypteridae,72-95
A0A9B0TWF7_IPR016054_2_153-230,Ly6,multimer,class:Mammalia,72-95
A0A9F7TM69_IPR045860_4_243-324,Ly6,multimer,family:Ictaluridae,72-95
A0A9J7K1L5_IPR016054_1_137-211,Ly6,monomer,family:Cricetidae,72-95
A0A9Q1AQC3_IPR045860_1_18-105,Ly6,multimer,genus:Phrynocephalus,72-95
A0A9W2X751_IPR016054_1_12-70,Ly6,multimer,genus:Physeter,50-72
A0AA35KMS6_IPR045860_2_17-105,Ly6,multimer,genus:Podarcis,72-95
A0AA97KFU8_IPR045860_1_121-207,Ly6,multimer,genus:Eublepharis,72-95
A0AAD1T3X4_IPR045860_2_112-187,Ly6,multimer,genus:Pelobates,72-95
A0AAD1T941_IPR016054_3_3-97,Ly6,multimer,genus:Pelobates,72-95
A0AAD1WQB8_IPR045860_2_21-109,Ly6,multimer,genus:Pelobates,72-95
A0AAD7W9G3_IPR016054_1_113-201,Ly6,multimer,genus:Aldrovandia,72-95
A0AAD9DQG8_IPR045860_1_2-88,Ly6,monomer,genus:Electrophorus,72-95
A0AAE1ESG8_IPR045860_1_23-117,Ly6,monomer,genus:Petrolisthes,72-95
A0AAU9X5I4_IPR045860_1_36-127,Ly6,monomer,genus:Pocillopora,72-95
A0AAV1P3B9_IPR045860_1_18-104,Ly6,monomer,genus:Scomber,72-95
A0AAV2ZIV7_IPR045860_2_114-193,Ly6,multimer,genus:Pyxicephalus,72-95
A0AAV3A1H7_IPR045860_1_18-101,Ly6,monomer,genus:Pyxicephalus,72-95
A0AAV6ZCK3_IPR045860_2_71-156,Ly6,multimer,genus:Engystomops,72-95
A0AAV6ZLT8_IPR045860_1_18-102,Ly6,multimer,genus:Engystomops,72-95
A0AAV6ZZZ2_IPR045860_1_118-199,Ly6,multimer,genus:Engystomops,72-95
A0AAV7PXP2_IPR045860_2_37-130,Ly6,multimer,genus:Pleurodeles,72-95
A0AAV7Q3X5_IPR045860_3_515-598,Ly6,multimer,genus:Pleurodeles,72-95
A0AAW0N0A7_IPR016054_1_22-119,Ly6,multimer,genus:Mugilogobius,95-117
A0AAW0PEC5_IPR016054_1_57-139,none,monomer,genus:Mugilogobius,72-95
A0AAW1AXJ9_IPR045860_1_111-193,none,multimer,genus:Crotalus,72-95
A0AAW1UZS0_IPR016054_1_119-203,Ly6,multimer,genus:Henosepilachna,72-95
A0AAW2B998_IPR045860_2_33-108,Ly6,multimer,genus:Culter,72-95
A0AAY4BK88_IPR045860_1_18-106,Ly6,monomer,genus:Denticeps,72-95
A0AB13A9V0_IPR016054_1_19-112,none,monomer,genus:Danio,72-95
A8I4P1_IPR016054_2_122-183,none,multimer,genus:Bothrops,50-72
B2D6N2_IPR045860_2_13-92,Ly6,multimer,genus:Caenorhabditis,72-95
D3ZCH9_IPR016054_3_319-396,Ly6,multimer,genus:Rattus,72-95
F6TZG3_IPR016054_2_125-221,Ly6,multimer,genus:Ornithorhynchus,95-117
G3VEL5_IPR045860_1_16-97,mixture,monomer,class:Mammalia,72-95
H3CIP5_IPR045860_1_39-127,Ly6,monomer,genus:Tetraodon,72-95
L9KKD7_IPR016054_1_225-321,Ly6,multimer,genus:Tupaia,95-117
Q90358_IPR045860_1_113-175,none,multimer,genus:Crotalus,50-72
R4GBL9_IPR045860_1_118-206,Ly6,multimer,genus:Anolis,72-95
S9YW22_IPR016054_1_27-118,mixture,mixture,order:Artiodactyla,72-95
A0A1A7Y9N1_IPR039457_1_7-132,Ly6,monomer,class:Actinopteri,117-140
A0A3Q2XZN3_IPR039457_1_5-146,Ly6,monomer,genus:Hippocampus,140-162
A0A7K7MGB1_IPR039457_1_1-111,none,monomer,genus:Brachypodius,95-117
A0A852NKK1_IPR039457_1_3-105,mixture,monomer,phylum:Chordata,95-117
A0A8J2WHV1_IPR039457_1_14-161,none,monomer,genus:Daphnia,140-162
A0A9F2R4Q0_IPR039457_1_5-166,mixture,monomer,phylum:Chordata,140-162
A0AAE0SFD4_IPR039457_1_35-155,mixture,monomer,family:Unionidae,117-140
A0AAW1DF26_IPR039457_1_1-73,none,monomer,genus:Rhynocoris,72-95
A0ABD0Y7G6_IPR039457_1_5-160,none,monomer,genus:Umbra,140-162
A0A074ZN05_IPR031424_1_708-795,mixture,monomer,family:Opisthorchiidae,72-95
A0A087UTH0_IPR031424_1_17-106,none,monomer,genus:Stegodyphus,72-95
A0A0A9W9P3_IPR045860_1_18-122,none,monomer,genus:Lygus,95-117
A0A0G3IC74_IPR031424_1_25-116,Ly6,monomer,genus:Locusta,72-95
A0A0K2TST1_IPR045860_1_20-97,mixture,monomer,genus:Lepeophtheirus,72-95
A0A0P5SAW0_IPR045860_1_18-116,none,monomer,genus:Daphnia,95-117
A0A0X3PMB9_IPR045860_1_24-122,none,monomer,genus:Schistocephalus,95-117
A0A139WGE1_IPR031424_1_21-134,none,monomer,genus:Tribolium,95-117
A0A1D2MQ74_IPR031424_1_25-126,none,monomer,genus:Orchesella,95-117
A0A1I8NJK4_IPR031424_1_20-123,none,monomer,family:Muscidae,95-117
A0A1S3H7F3_IPR031424_1_22-98,Quiver,monomer,genus:Lingula,72-95
A0A1S3JW66_IPR031424_1_21-107,none,monomer,genus:Lingula,72-95
A0A1W0WNW9_IPR031424_1_26-116,none,monomer,genus:Hypsibius,72-95
A0A1Y1MSD6_IPR031424_1_20-111,none,monomer,family:Lampyridae,72-95
A0A210QR19_IPR031424_1_22-99,Quiver,monomer,genus:Mizuhopecten,72-95
A0A293N5C6_IPR031424_1_25-116,none,monomer,genus:Ornithodoros,72-95
A0A2L2YJT6_IPR045860_1_7-104,none,monomer,genus:Parasteatoda,95-117
A0A2T7PKC7_IPR031424_1_22-117,Quiver,monomer,genus:Pomacea,95-117
A0A3M7PFA6_IPR031424_1_20-103,none,monomer,genus:Brachionus,72-95
A0A4C1T6Q0_IPR031424_1_9-105,none,multimer,genus:Eumeta,95-117
A0A553NPQ1_IPR045860_1_24-105,none,monomer,genus:Tigriopus,72-95
A0A5N4AFG3_IPR045860_1_17-106,none,monomer,genus:Photinus,72-95
A0A6A4VEB1_IPR031424_1_25-111,none,monomer,genus:Amphibalanus,72-95
A0A6G1S4C5_IPR031424_1_35-162,none,monomer,genus:Aceria,117-140
A0A6J1N842_IPR031424_1_21-136,none,monomer,genus:Bicyclus,95-117
A0A6J2XF24_IPR031424_1_23-136,none,monomer,genus:Sitophilus,95-117
A0A6P8WA25_IPR031424_1_24-125,none,monomer,genus:Drosophila,95-117
A0A7J7JDI6_IPR031424_1_23-117,none,monomer,genus:Bugula,72-95
A0A7R9BF94_IPR045860_1_22-111,none,monomer,genus:Notodromas,72-95
A0A813X403_IPR045860_1_18-105,none,monomer,genus:Adineta,72-95
A0A816AE66_IPR031424_1_24-111,Quiver,monomer,genus:Rotaria,72-95
A0A834MIU9_IPR031424_1_19-137,none,monomer,genus:Rhynchophorus,117-140
A0A8J1XZF0_IPR031424_1_24-120,Quiver,monomer,unknown,95-117
A0A8J2Q1V1_IPR031424_1_23-132,Quiver,monomer,genus:Allacma,95-117
A0A8K0FZ43_IPR045860_1_21-117,none,monomer,genus:Ignelater,95-117
A0A8R1TK81_IPR031424_1_49-186,Quiver,monomer,genus:Onchocerca,117-140
A0A8S4SG31_IPR031424_1_23-115,none,monomer,genus:Pararge,72-95
A0A8W8NPJ4_IPR031424_1_30-117,none,monomer,family:Ostreidae,72-95
A0A914AMV4_IPR031424_1_51-172,none,monomer,genus:Patiria,117-140
A0A914T9K7_IPR031424_1_3-71,none,monomer,genus:Panagrolaimus,50-72
A0A9C6SRV2_IPR031424_1_24-77,none,monomer,genus:Drosophila,50-72
A0A9D4EYC0_IPR031424_1_20-100,Quiver,monomer,genus:Dreissena,72-95
A0A9J6CLP8_IPR031424_1_22-107,none,monomer,genus:Polypedilum,72-95
A0A9N9S347_IPR031424_1_25-123,none,monomer,genus:Chironomus,95-117
A0A9P0BFN3_IPR031424_1_22-139,none,monomer,genus:Brassicogethes,117-140
A0A9P0LT91_IPR031424_1_23-111,none,monomer,genus:Acanthoscelides,72-95
A0A9Q0RXV2_IPR031424_1_22-136,none,monomer,genus:Pseudolycoriella,95-117
A0AA36B8V0_IPR031424_1_35-105,none,monomer,genus:Octopus,50-72
A0AA36ME13_IPR031424_1_232-343,none,monomer,genus:Cylicocyclus,95-117
A0AA85K6Z4_IPR031424_2_113-203,Quiver,multimer,genus:Trichobilharzia,72-95
A0AAD9L536_IPR031424_1_24-104,Quiver,monomer,genus:Ridgeia,72-95
A0AAE0SQF5_IPR031424_1_31-121,Quiver,monomer,genus:Potamilus,72-95
A0AAN7SNP7_IPR031424_1_20-102,none,monomer,genus:Aquatica,72-95
A0AAN9V7F9_IPR045860_1_16-113,none,monomer,genus:Gryllus,95-117
A0AAR5PBA6_IPR031424_1_24-134,mixture,monomer,class:Insecta,95-117
A0AAV1Z414_IPR031424_1_25-118,none,monomer,order:Araneae,72-95
A0AAV8VLR8_IPR031424_1_24-142,none,monomer,genus:Exocentrus,117-140
A0AAV8Z9F7_IPR031424_1_3-103,none,monomer,genus:Rhamnusium,95-117
A0AAW1NM41_IPR031424_1_55-145,none,monomer,genus:Popillia,72-95
A0ABD0Y7A6_IPR031424_1_20-163,none,monomer,genus:Ranatra,140-162
E0VZN0_IPR031424_1_27-123,none,monomer,order:Phthiraptera,95-117
G7YFZ8_IPR031424_1_45-154,Quiver,monomer,family:Opisthorchiidae,95-117
Q8IA82_IPR045860_1_17-102,mixture,monomer,genus:Caenorhabditis,72-95
R7U5V7_IPR031424_1_62-145,none,monomer,genus:Capitella,72-95
T1FHP3_IPR031424_1_37-115,Quiver,monomer,genus:Helobdella,72-95
T1J121_IPR031424_1_143-218,none,monomer,genus:Strigamia,72-95
V9IJ48_IPR031424_1_24-144,none,monomer,genus:Apis,117-140
A0A077Z0B6_IPR045860_1_53-137,Quiver,monomer,genus:Trichuris,72-95
A0A0B2W0J0_IPR045860_1_2-77,Quiver,monomer,genus:Toxocara,72-95
A0A0C2FSU3_IPR045860_1_16-89,none,monomer,genus:Ancylostoma,72-95
A0A0K3AS05_IPR045860_1_2-53,none,monomer,genus:Caenorhabditis,50-72
A0A0L7L8E4_IPR045860_1_98-190,none,monomer,genus:Operophtera,72-95
A0A0N4U694_IPR045860_1_74-163,none,monomer,genus:Dracunculus,72-95
A0A0N4ZQ95_IPR045860_1_27-125,none,monomer,genus:Parastrongyloides,95-117
A0A0Q3VBE2_IPR045860_1_9-64,mixture,monomer,class:Aves,50-72
A0A131YX26_IPR045860_1_51-178,none,monomer,genus:Rhipicephalus,117-140
A0A158PC07_IPR045860_1_12-107,none,monomer,genus:Angiostrongylus,95-117
A0A1A8NJS3_IPR045860_1_1-74,Ly6,monomer,genus:Nothobranchius,72-95
A0A1D1W9J0_IPR045860_1_43-95,none,monomer,genus:Ramazzottius,50-72
A0A1I7RZF3_IPR045860_1_68-183,none,monomer,genus:Bursaphelenchus,95-117
A0A1I8HMQ6_IPR045860_1_24-78,Ly6,monomer,genus:Macrostomum,50-72
A0A1L8FNT3_IPR045860_2_18-109,mixture,mixture,genus:Xenopus,72-95
A0A1S3Q511_IPR045860_2_20-103,none,multimer,genus:Salmo,72-95
A0A1W4XTZ2_IPR045860_1_94-205,none,monomer,genus:Agrilus,95-117
A0A210Q9V6_IPR045860_2_2-73,Ly6,multimer,genus:Mizuhopecten,50-72
A0A226DLD2_IPR045860_1_20-136,none,monomer,genus:Folsomia,95-117
A0A267EV55_IPR045860_1_25-81,Ly6,monomer,genus:Macrostomum,50-72
A0A2A2L845_IPR045860_1_18-128,none,monomer,genus:Diploscapter,95-117
A0A2G5U1J6_IPR045860_1_42-110,mixture,monomer,genus:Caenorhabditis,50-72
A0A2T7PRS3_IPR045860_1_37-134,none,monomer,genus:Pomacea,95-117
A0A3B3ZHF5_IPR045860_1_19-117,none,monomer,genus:Periophthalmus,95-117
A0A3B4BI88_IPR045860_1_42-126,Ly6,monomer,genus:Periophthalmus,72-95
A0A3B4VID6_IPR045860_1_18-88,Ly6,monomer,genus:Seriola,50-72
A0A3B4XT38_IPR045860_1_58-128,none,monomer,class:Actinopteri,50-72
A0A3M6TQ38_IPR045860_1_18-99,mixture,monomer,genus:Pocillopora,72-95
A0A3M7RLW0_IPR045860_1_18-108,none,monomer,genus:Brachionus,72-95
A0A3P8SPW0_IPR045860_1_56-183,none,monomer,genus:Amphiprion,117-140
A0A3Q2Q543_IPR045860_1_52-140,none,monomer,class:Actinopteri,72-95
A0A3Q2ZKQ2_IPR045860_1_17-87,Ly6,monomer,genus:Hippocampus,50-72
A0A3R7Q095_IPR045860_1_286-383,none,monomer,genus:Penaeus,95-117
A0A3S3PRB8_IPR045860_1_6-115,none,monomer,genus:Dinothrombium,95-117
A0A448XBJ3_IPR045860_1_14-109,none,monomer,genus:Protopolystoma,95-117
A0A4S2LDN6_IPR045860_1_28-102,Ly6,monomer,genus:Opisthorchis,72-95
A0A4U5MGE4_IPR045860_1_133-243,none,monomer,genus:Steinernema,95-117
A0A4U5U1R0_IPR045860_1_23-124,none,monomer,genus:Collichthys,95-117
A0A4W6BLD8_IPR045860_1_16-88,Ly6,monomer,genus:Lates,72-95
A0A513ZV69_IPR045860_1_116-196,SPF,monomer,genus:Boana,72-95
A0A553PVH5_IPR045860_1_17-93,none,monomer,genus:Danionella,72-95
A0A5K3FWJ7_IPR045860_1_7-98,none,monomer,genus:Mesocestoides,72-95
A0A5S6QAR3_IPR045860_1_43-147,none,monomer,genus:Trichuris,95-117
A0A668RDC1_IPR045860_1_17-90,mixture,monomer,family:Cichlidae,72-95
A0A669BMP2_IPR045860_1_6-103,none,monomer,class:Actinopteri,95-117
A0A669CZ75_IPR045860_1_18-93,none,monomer,genus:Oreochromis,72-95
A0A673BWJ2_IPR045860_1_25-101,none,monomer,class:Actinopteri,72-95
A0A674EAY8_IPR045860_1_14-91,none,monomer,family:Salmonidae,72-95
A0A6A4T2H3_IPR045860_1_159-225,Ly6,multimer,genus:Scophthalmus,50-72
A0A6A5HGI9_IPR045860_1_108-191,none,monomer,genus:Caenorhabditis,72-95
A0A6G0HW87_IPR045860_1_56-129,none,multimer,genus:Larimichthys,72-95
A0A6J0C8W2_IPR045860_1_50-103,none,monomer,genus:Neodiprion,50-72
A0A6J0V6F3_IPR045860_2_80-163,none,multimer,genus:Pogona,72-95
A0A6J2VPR7_IPR045860_1_19-117,none,monomer,genus:Chanos,95-117
A0A6J2YE51_IPR045860_1_41-118,none,monomer,genus:Sitophilus,72-95
A0A6J8AED0_IPR045860_1_458-537,none,monomer,genus:Mytilus,72-95
A0A6M2E018_IPR045860_1_36-139,none,monomer,genus:Xenopsylla,95-117
A0A6P4Z3G5_IPR045860_1_18-106,mixture,monomer,genus:Branchiostoma,72-95
A0A6P7LFA8_IPR045860_1_20-104,none,multimer,class:Actinopteri,72-95
A0A6P8IDE5_IPR045860_1_19-93,none,monomer,genus:Actinia,72-95
A0A6P9ARC1_IPR045860_1_1-109,none,monomer,order:Squamata,95-117
A0A7E4UZE6_IPR045860_1_12-84,none,monomer,genus:Panagrellus,72-95
A0A7M5UEL9_IPR045860_1_20-102,none,monomer,genus:Clytia,72-95
A0A7R9A6H2_IPR045860_1_25-110,Quiver,monomer,genus:Darwinula,72-95
A0A814BKN0_IPR045860_1_19-121,none,monomer,genus:Brachionus,95-117
A0A815B496_IPR045860_1_23-75,none,monomer,genus:Adineta,50-72
A0A834HLP2_IPR045860_1_19-110,none,monomer,genus:Rhynchophorus,72-95
A0A8B6D9J1_IPR045860_1_4-90,none,monomer,genus:Mytilus,72-95
A0A8B7YVG2_IPR045860_1_18-106,none,monomer,genus:Acanthaster,72-95
A0A8B9GWZ7_IPR045860_1_20-107,mixture,monomer,class:Actinopteri,72-95
A0A8C4YT57_IPR045860_1_20-104,none,monomer,genus:Gopherus,72-95
A0A8C5QVE6_IPR045860_2_119-168,Ly6,multimer,genus:Leptobrachium,50-72
A0A8C6UH22_IPR045860_1_17-93,Ly6,monomer,genus:Neogobius,72-95
A0A8C6WQQ3_IPR045860_1_45-138,none,monomer,genus:Neogobius,72-95
A0A8D0HFN5_IPR045860_2_114-195,Ly6,multimer,genus:Sphenodon,72-95
A0A8D2JIH4_IPR045860_1_26-76,Ly6,monomer,genus:Varanus,50-72
A0A8D8W2N9_IPR045860_1_22-102,none,monomer,genus:Cacopsylla,72-95
A0A8I5YPA3_IPR045860_1_25-84,none,monomer,family:Hominidae,50-72
A0A8J1UNQ8_IPR045860_1_27-128,none,monomer,genus:Owenia,95-117
A0A8J4THQ2_IPR045860_1_1-92,none,monomer,class:Actinopteri,95-117
A0A8J6EHL6_IPR045860_1_20-90,none,monomer,genus:Eleutherodactylus,50-72
A0A8J9ZNV6_IPR045860_1_17-100,mixture,monomer,genus:Branchiostoma,72-95
A0A8K0EJV7_IPR045860_1_30-112,none,monomer,genus:Branchiostoma,72-95
A0A8R1DKM1_IPR045860_1_69-188,none,monomer,genus:Caenorhabditis,95-117
A0A8R2A1W4_IPR045860_1_32-111,none,mixture,family:Aphididae,72-95
A0A8S1EAT5_IPR045860_1_23-94,Ly6,monomer,genus:Caenorhabditis,50-72
A0A8S1HYA7_IPR045860_1_78-155,none,monomer,genus:Caenorhabditis,72-95
A0A8S3QXF2_IPR045860_1_58-153,none,monomer,genus:Mytilus,95-117
A0A8S3YQ65_IPR045860_1_22-120,none,monomer,genus:Candidula,95-117
A0A8S4E904_IPR045860_1_282-359,none,monomer,genus:Plutella,72-95
A0A913WSK3_IPR045860_1_22-113,none,monomer,genus:Exaiptasia,72-95
A0A913ZQI1_IPR045860_1_20-116,none,monomer,genus:Patiria,95-117
A0A914CRC5_IPR045860_1_17-100,none,monomer,genus:Acrobeloides,72-95
A0A914JTL9_IPR045860_1_20-78,SPF,monomer,genus:Panagrolaimus,50-72
A0A914P6R8_IPR045860_1_18-105,none,monomer,genus:Panagrolaimus,72-95
A0A914U1P1_IPR045860_1_25-103,none,monomer,genus:Panagrolaimus,72-95
A0A914X1Q0_IPR045860_1_27-104,none,monomer,genus:Plectus,72-95
A0A974HD43_IPR045860_2_110-217,Ly6,multimer,genus:Xenopus,95-117
A0A9D3YJP0_IPR045860_1_183-274,none,monomer,genus:Dreissena,72-95
A0A9D4LPP4_IPR045860_1_28-113,none,monomer,genus:Dreissena,72-95
A0A9J7H7H1_IPR045860_1_84-169,mixture,mixture,family:Cricetidae,72-95
A0A9N9MN37_IPR045860_1_21-105,none,monomer,genus:Ceutorhynchus,72-95
A0A9N9WRS2_IPR045860_1_43-102,none,monomer,family:Chironomidae,50-72
A0A9P1ASU3_IPR045860_1_21-90,none,monomer,genus:Caenorhabditis,50-72
A0A9P1IY25_IPR045860_1_39-93,Ly6,monomer,genus:Caenorhabditis,50-72
A0A9Q1GA89_IPR045860_1_6-77,mixture,monomer,phylum:Chordata,72-95
A0A9R0D3T4_IPR045860_1_36-135,mixture,monomer,order:Lepidoptera,95-117
A0A9W9ZP78_IPR045860_1_86-175,none,monomer,genus:Desmophyllum,72-95
A0AA35KMT7_IPR045860_1_9-93,none,monomer,genus:Podarcis,72-95
A0AA35NXP4_IPR045860_1_32-109,none,monomer,genus:Podarcis,72-95
A0AA35TZC4_IPR045860_1_23-114,none,multimer,genus:Geodia,72-95
A0AA36CGB4_IPR045860_1_170-239,mixture,monomer,genus:Mesorhabditis,50-72
A0AA36FE86_IPR045860_1_1-84,none,monomer,genus:Octopus,72-95
A0AA36GTX8_IPR045860_1_13-103,none,monomer,genus:Cylicocyclus,72-95
A0AA36MAJ4_IPR045860_1_38-92,none,monomer,genus:Cylicocyclus,50-72
A0AA47P380_IPR045860_1_53-147,none,monomer,phylum:Chordata,72-95
A0AA88NH59_IPR045860_1_18-78,none,monomer,genus:Channa,50-72
A0AA88XT57_IPR045860_1_14-99,none,monomer,genus:Pinctada,72-95
A0AAD1TPA5_IPR045860_2_110-194,SPF,multimer,genus:Pelobates,72-95
A0AAD5PU13_IPR045860_1_20-103,mixture,monomer,genus:Daphnia,72-95
A0AAD8BKR3_IPR045860_1_30-135,none,monomer,genus:Biomphalaria,95-117
A0AAD9N1G1_IPR045860_1_30-127,none,monomer,genus:Paralvinella,95-117
A0AAD9R5Z8_IPR045860_1_15-88,none,monomer,genus:Acropora,72-95
A0AAE0VEQ6_IPR045860_1_404-482,none,monomer,genus:Hemibagrus,72-95
A0AAE1EUF5_IPR045860_1_59-141,none,monomer,genus:Petrolisthes,72-95
A0AAF3F6M7_IPR045860_1_18-100,none,monomer,genus:Mesorhabditis,72-95
A0AAJ8DVY9_IPR045860_1_16-102,Ly6,monomer,genus:Lates,72-95
A0AAN5CVM6_IPR045860_1_155-233,none,monomer,genus:Pristionchus,72-95
A0AAQ4DNI9_IPR045860_1_1-71,none,monomer,genus:Amblyomma,50-72
A0AAU7YD66_IPR045860_1_20-93,none,monomer,genus:Nidirana,72-95
A0AAU9WM84_IPR045860_1_19-113,none,monomer,genus:Pocillopora,72-95
A0AAU9XLM5_IPR045860_1_19-114,mixture,mixture,genus:Pocillopora,95-117
A0AAV2TU50_IPR045860_1_16-81,none,monomer,genus:Calicophoron,50-72
A0AAV4A8E9_IPR045860_1_196-291,none,monomer,genus:Plakobranchus,95-117
A0AAV5SLD8_IPR045860_1_19-85,Ly6,monomer,genus:Pristionchus,50-72
A0AAV6FQB1_IPR045860_1_22-140,none,multimer,genus:Alosa,117-140
A0AAV6HID9_IPR045860_1_23-101,none,monomer,order:Clupeiformes,72-95
A0AAV6Z364_IPR045860_1_1-75,none,monomer,genus:Engystomops,72-95
A0AAV6ZM71_IPR045860_2_114-198,SPF,multimer,genus:Engystomops,72-95
A0AAV7PZS9_IPR045860_1_18-109,SPF,monomer,genus:Pleurodeles,72-95
A0AAV9S6Y9_IPR045860_2_1-62,Ly6,multimer,genus:Crenichthys,50-72
A0AAW1BLH3_IPR045860_1_21-83,none,monomer,genus:Crotalus,50-72
A0AAW1MI48_IPR045860_1_59-141,none,monomer,genus:Popillia,72-95
A0AAW1UUU9_IPR045860_1_21-121,none,monomer,genus:Henosepilachna,95-117
A0ABD0M317_IPR045860_1_6-92,none,monomer,genus:Batillaria,72-95
A0ABD0W0F8_IPR045860_3_121-207,none,multimer,genus:Umbra,72-95
A0ABD2NDN6_IPR045860_1_18-106,none,monomer,genus:Cryptolaemus,72-95
A0ABD3UYT6_IPR045860_1_10-74,none,monomer,genus:Sinanodonta,50-72
A0ABD6EL23_IPR045860_1_17-92,none,monomer,genus:Gnathostoma,72-95
A7SMG6_IPR045860_1_18-104,none,monomer,genus:Nematostella,72-95
C3Z5A4_IPR045860_1_45-138,none,monomer,genus:Branchiostoma,72-95
F6SCX5_IPR045860_1_2-86,none,monomer,genus:Ciona,72-95
F6XPQ3_IPR045860_1_63-135,none,monomer,genus:Ciona,72-95
H3AP73_IPR045860_1_22-137,none,monomer,genus:Latimeria,95-117
Q3SCJ7_IPR045860_1_1-50,none,monomer,phylum:Chordata,50-72
Q71TU4_IPR045860_1_12-81,none,monomer,genus:Plethodon,50-72
R7U7M8_IPR045860_1_42-103,Ly6,monomer,genus:Capitella,50-72
T1ILG0_IPR045860_1_12-69,none,monomer,genus:Strigamia,50-72
U3KNN4_IPR045860_1_139-217,Ly6,monomer,genus:Oryctolagus,72-95
V4CRU8_IPR045860_1_45-107,none,monomer,genus:Lottia,50-72
W5MEH7_IPR045860_1_2-78,none,monomer,genus:Lepisosteus,72-95
Centipede3FTx_0029_61981,manually_annotated,monomer,class:Chilopoda,140-162
Centipede3FTx_0061_1255758,mixture,monomer,class:Chilopoda,72-95
Centipede3FTx_0093_984703,manually_annotated,monomer,class:Chilopoda,117-140
A0A1U7QU12_IPR042339_1_1-96,Ly6,monomer,genus:Mesocricetus,95-117
A0A484GQ91_IPR042339_1_41-118,none,monomer,genus:Sousa,72-95
A0A194APF0_IPR045860_1_14-86,mixture,monomer,genus:Micrurus,72-95
A0A814G8T3_IPR045860_1_23-92,none,monomer,genus:Rotaria,50-72
A0A914IX96_IPR003571_1_571-633,none,monomer,genus:Panagrolaimus,50-72
A5X2X0_IPR045860_1_13-85,mixture,monomer,family:Viperidae,50-72
P14612_IPR045860_1_13-89,none,monomer,genus:Pseudechis,72-95
Q53B49_IPR045860_1_12-85,none,monomer,genus:Ophiophagus,72-95
Q9YH67_IPR045860_1_9-60,none,monomer,genus:Bungarus,50-72
R4G7K5_IPR045860_1_12-79,3FTx,monomer,genus:Pseudonaja,50-72
A0AAV6ZWE6_IPR039237_1_5-95,Ly6,monomer,genus:Engystomops,72-95
A0A087WQL5_IPR045860_1_46-105,none,monomer,genus:Mus,50-72
A0A093GCP6_IPR016054_1_4-83,Ly6,monomer,class:Aves,72-95
A0A151P8B2_IPR016054_1_21-108,Ly6,monomer,order:Crocodylia,72-95
A0A1S3FW51_IPR045860_1_12-116,none,monomer,genus:Dipodomys,95-117
A0A2T7NKQ0_IPR045860_1_26-95,none,monomer,genus:Pomacea,50-72
A0A2Y9JAL2_IPR016054_1_20-106,Ly6,monomer,genus:Enhydra,72-95
A0A3B3SJV0_IPR045860_1_19-107,none,monomer,genus:Paramormyrops,72-95
A0A3B4T6C0_IPR045860_2_11-77,none,multimer,genus:Seriola,50-72
A0A3Q3B0R9_IPR045860_1_18-102,Ly6,multimer,genus:Kryptolebias,72-95
A0A484CJV5_IPR016054_1_20-112,Ly6,multimer,genus:Perca,72-95
